stock_name,stock_num,class
EMP88 就業88,EMP88,櫃指數類
GTCI 薪酬指數,GTCI,櫃指數類
GTHD 高殖利,GTHD,櫃指數類
GTSM50 富櫃50,GTSM50,櫃指數類
IR0118 富櫃200報酬指,IR0118,櫃指數類
IR0138 櫃Quality 50報酬指,IR0138,櫃指數類
IR0140 櫃半導體領航報酬指,IR0140,櫃指數類
IR0141 富櫃200報酬日正二,IR0141,櫃指數類
IR0148 櫃ESG成長報酬指,IR0148,櫃指數類
IR0149 櫃ESG電子菁英報酬指,IR0149,櫃指數類
IX0118 富櫃200指,IX0118,櫃指數類
IX0134 櫃永續指,IX0134,櫃指數類
IX0138 櫃Quality 50指,IX0138,櫃指數類
TPCGI 櫃治理,TPCGI,櫃指數類
TWTBI 公債指,TWTBI,櫃指數類
734561 中美晶國泰24購01,734561,櫃認購
734562 元太國泰24購02,734562,櫃認購
734563 正基永豐22購01,734563,櫃認購
734564 朋程永豐22購01,734564,櫃認購
734565 泰博永豐22購02,734565,櫃認購
734566 精測永豐22購02,734566,櫃認購
734567 網家永豐22購01,734567,櫃認購
734568 良維元大23購02,734568,櫃認購
734569 泰博元大23購02,734569,櫃認購
734570 精測元大23購03,734570,櫃認購
734571 宏捷科凱基22購01,734571,櫃認購
734572 欣銓凱基23購01,734572,櫃認購
734573 波若威凱基24購02,734573,櫃認購
734574 長聖凱基23購02,734574,櫃認購
734575 健喬凱基22購02,734575,櫃認購
734576 普誠凱基23購01,734576,櫃認購
734577 新普凱基23購01,734577,櫃認購
734578 元太群益23購05,734578,櫃認購
734579 普誠群益23購01,734579,櫃認購
734580 譜瑞群益23購01,734580,櫃認購
734581 晶宏統一25購01,734581,櫃認購
734582 穩懋統一22購05,734582,櫃認購
734583 合晶兆豐23購02,734583,櫃認購
734584 力旺康和24購01,734584,櫃認購
734585 中美晶康和22購01,734585,櫃認購
734586 朋程康和24購01,734586,櫃認購
734587 環球晶康和23購02,734587,櫃認購
734588 力旺群益22購01,734588,櫃認購
734589 元太群益22購02,734589,櫃認購
734590 立端統一25購01,734590,櫃認購
734591 泰博統一24購01,734591,櫃認購
734592 鈺創統一24購02,734592,櫃認購
734593 中美晶國票23購02,734593,櫃認購
734594 元太國票23購07,734594,櫃認購
734595 正基國票23購01,734595,櫃認購
734596 光頡國票23購01,734596,櫃認購
734597 同致國票23購01,734597,櫃認購
734598 亞信國票23購02,734598,櫃認購
734599 智擎國票23購03,734599,櫃認購
734600 朋程元富22購01,734600,櫃認購
734601 中美晶兆豐24購01,734601,櫃認購
734602 家登兆豐24購01,734602,櫃認購
734603 力旺凱基24購01,734603,櫃認購
734604 中美晶凱基24購01,734604,櫃認購
734605 元太凱基22購10,734605,櫃認購
734606 朋程凱基22購01,734606,櫃認購
734607 泰博凱基24購01,734607,櫃認購
734608 廣運凱基24購01,734608,櫃認購
734609 環球晶國泰24購01,734609,櫃認購
734610 中菲行永豐22購01,734610,櫃認購
734611 明安永豐22購01,734611,櫃認購
734612 凌陽創永豐22購01,734612,櫃認購
734613 晶宏永豐22購01,734613,櫃認購
734614 力旺元大23購03,734614,櫃認購
734615 力旺元大26購01,734615,櫃認購
734616 力旺元大27購01,734616,櫃認購
734617 中美晶元大23購04,734617,櫃認購
734618 合晶元大23購02,734618,櫃認購
734619 美琪瑪元大23購01,734619,櫃認購
734620 家登元大23購04,734620,櫃認購
734621 泰博元大23購03,734621,櫃認購
734622 普誠元大25購01,734622,櫃認購
734623 晶宏元大23購05,734623,櫃認購
734624 譜瑞元大23購06,734624,櫃認購
734625 立端凱基23購02,734625,櫃認購
734626 胡連凱基23購03,734626,櫃認購
734627 家登凱基24購01,734627,櫃認購
734628 創惟凱基22購02,734628,櫃認購
734629 創惟凱基22購03,734629,櫃認購
734630 鈊象凱基26購01,734630,櫃認購
734631 鈊象凱基28購01,734631,櫃認購
734632 譜瑞凱基23購02,734632,櫃認購
734633 寶雅凱基24購02,734633,櫃認購
734634 合一統一23購03,734634,櫃認購
734635 高端統一23購04,734635,櫃認購
734636 創惟統一24購01,734636,櫃認購
734637 創惟兆豐24購01,734637,櫃認購
734638 環球晶兆豐24購02,734638,櫃認購
734639 創惟富邦22購01,734639,櫃認購
734640 中天元大28購01,734640,櫃認購
734641 中美晶元大23購05,734641,櫃認購
734642 朋程元大23購03,734642,櫃認購
734643 美琪瑪元大23購02,734643,櫃認購
734644 創惟元大27購01,734644,櫃認購
734645 普誠元大24購01,734645,櫃認購
734646 鈊象元大26購01,734646,櫃認購
734647 群聯元大23購04,734647,櫃認購
734648 碩禾元大23購01,734648,櫃認購
734649 譜瑞元大23購07,734649,櫃認購
734650 創惟麥證23購01,734650,櫃認購
734651 中菲行中信22購01,734651,櫃認購
734652 由田中信22購01,734652,櫃認購
734653 創惟中信22購01,734653,櫃認購
734654 泰博國票23購03,734654,櫃認購
734655 中光電永豐22購01,734655,櫃認購
734656 台半永豐22購01,734656,櫃認購
734657 由田永豐22購01,734657,櫃認購
734658 健喬永豐22購01,734658,櫃認購
734659 創惟永豐22購01,734659,櫃認購
734660 萬泰科永豐22購01,734660,櫃認購
734661 中美晶群益22購01,734661,櫃認購
734662 創惟群益23購01,734662,櫃認購
734663 智擎群益22購01,734663,櫃認購
734664 M31統一24購01,734664,櫃認購
734665 中美晶統一24購01,734665,櫃認購
734666 合一統一25購03,734666,櫃認購
734667 信驊統一24購01,734667,櫃認購
734668 創惟統一24購02,734668,櫃認購
734669 譜瑞統一24購01,734669,櫃認購
734670 鈺太兆豐24購01,734670,櫃認購
734671 M31凱基23購01,734671,櫃認購
734672 大中凱基23購01,734672,櫃認購
734673 中光電凱基23購02,734673,櫃認購
734674 中美晶凱基24購02,734674,櫃認購
734675 旺矽凱基23購01,734675,櫃認購
734676 智擎凱基23購03,734676,櫃認購
734677 萬泰科凱基22購01,734677,櫃認購
734678 群聯凱基26購01,734678,櫃認購
734679 碩禾凱基23購01,734679,櫃認購
734680 精星凱基22購01,734680,櫃認購
734681 聚積凱基23購01,734681,櫃認購
734682 環球晶凱基23購06,734682,櫃認購
734683 元太富邦24購02,734683,櫃認購
734684 M31國票23購01,734684,櫃認購
734685 泰博國票23購04,734685,櫃認購
734686 穩懋國票23購05,734686,櫃認購
734687 寶雅國票23購02,734687,櫃認購
734688 健喬康和23購01,734688,櫃認購
734689 中光電永豐22購02,734689,櫃認購
734690 宜鼎永豐22購01,734690,櫃認購
734691 茂達永豐22購01,734691,櫃認購
734692 晟德永豐22購01,734692,櫃認購
734693 普誠永豐22購01,734693,櫃認購
734694 聚積永豐22購01,734694,櫃認購
734695 譜瑞永豐22購03,734695,櫃認購
734696 中美晶元大23購06,734696,櫃認購
734697 家登元大23購05,734697,櫃認購
734698 中光電群益22購01,734698,櫃認購
734699 鈊象群益24購01,734699,櫃認購
734700 榮剛群益22購01,734700,櫃認購
734701 櫃200群益22購01,734701,櫃認購
734702 合一統一23購04,734702,櫃認購
734703 鈺創統一24購03,734703,櫃認購
734704 譜瑞統一24購02,734704,櫃認購
734705 晟德兆豐24購01,734705,櫃認購
734706 中美晶元富22購02,734706,櫃認購
734707 安勤元富22購01,734707,櫃認購
734708 聚積元富23購01,734708,櫃認購
734709 元太凱基23購08,734709,櫃認購
734710 博智凱基23購02,734710,櫃認購
734711 撼訊凱基22購01,734711,櫃認購
734712 穩懋凱基22購02,734712,櫃認購
734713 昇達科麥證25購01,734713,櫃認購
734714 聯亞麥證22購01,734714,櫃認購
734715 亞信國票23購03,734715,櫃認購
734716 長聖國票23購02,734716,櫃認購
734717 信驊國票23購04,734717,櫃認購
734718 茂達國票23購03,734718,櫃認購
734719 耕興國票22購01,734719,櫃認購
734720 陸海國票23購01,734720,櫃認購
734721 中天康和24購01,734721,櫃認購
734722 穩懋康和24購01,734722,櫃認購
734723 群聯國泰24購01,734723,櫃認購
734724 M31永豐22購01,734724,櫃認購
734725 大中永豐22購01,734725,櫃認購
734726 立端永豐22購01,734726,櫃認購
734727 杰力永豐22購01,734727,櫃認購
734728 欣銓永豐22購01,734728,櫃認購
734729 信驊永豐22購01,734729,櫃認購
734730 威剛永豐22購01,734730,櫃認購
734731 泰博永豐22購03,734731,櫃認購
734732 精星永豐22購01,734732,櫃認購
734733 聚和永豐22購01,734733,櫃認購
734734 寶雅永豐22購01,734734,櫃認購
734735 元太元大23購31,734735,櫃認購
734736 朋程元大23購04,734736,櫃認購
734737 泰博元大23購04,734737,櫃認購
734738 創惟元大23購02,734738,櫃認購
734739 M31凱基22購01,734739,櫃認購
734740 元太凱基24購02,734740,櫃認購
734741 良維凱基22購01,734741,櫃認購
734742 信驊凱基25購03,734742,櫃認購
734743 宣德凱基22購01,734743,櫃認購
734744 陸海凱基23購01,734744,櫃認購
734745 創惟凱基25購01,734745,櫃認購
734746 晶焱凱基22購01,734746,櫃認購
734747 聚和凱基22購01,734747,櫃認購
734748 撼訊凱基23購01,734748,櫃認購
734749 M31群益24購02,734749,櫃認購
734750 群聯群益24購01,734750,櫃認購
734751 撼訊群益22購01,734751,櫃認購
734752 驊訊群益22購02,734752,櫃認購
734753 M31統一24購02,734753,櫃認購
734754 M31統一24購03,734754,櫃認購
734755 泰博統一24購02,734755,櫃認購
734756 M31國票23購02,734756,櫃認購
734757 美琪瑪國票23購02,734757,櫃認購
734758 茂達國票23購04,734758,櫃認購
734759 廣積國票23購03,734759,櫃認購
734760 M31元大23購03,734760,櫃認購
734761 M31元大23購04,734761,櫃認購
734762 中美晶元大23購07,734762,櫃認購
734763 中美晶元大26購01,734763,櫃認購
734764 中美晶元大27購01,734764,櫃認購
734765 中探針元大27購02,734765,櫃認購
734766 健喬元大23購03,734766,櫃認購
734767 創惟元大23購03,734767,櫃認購
734768 萬泰科元大23購02,734768,櫃認購
734769 雙鴻元大23購04,734769,櫃認購
734770 信驊國泰24購01,734770,櫃認購
734771 M31永豐22購02,734771,櫃認購
734772 大江永豐22購01,734772,櫃認購
734773 合一永豐23購01,734773,櫃認購
734774 宣德永豐22購01,734774,櫃認購
734775 鈺創永豐22購02,734775,櫃認購
734776 合一元富22購03,734776,櫃認購
734777 閎康元富22購01,734777,櫃認購
734778 正基中信22購01,734778,櫃認購
734779 雙鴻國泰24購01,734779,櫃認購
734780 大學光永豐22購02,734780,櫃認購
734781 泰博永豐22購04,734781,櫃認購
734782 晶呈永豐22購01,734782,櫃認購
734783 閎康永豐22購01,734783,櫃認購
734784 信驊凱基23購01,734784,櫃認購
734785 鈺創凱基23購02,734785,櫃認購
734786 泰博富邦22購01,734786,櫃認購
734787 大樹群益26購01,734787,櫃認購
734788 家登群益22購05,734788,櫃認購
734789 博智群益24購01,734789,櫃認購
734790 越峰群益22購02,734790,櫃認購
734791 瑞基群益22購02,734791,櫃認購
734792 朋程麥證24購01,734792,櫃認購
734793 中天元大23購03,734793,櫃認購
734794 元太元大28購01,734794,櫃認購
734795 良維元大23購03,734795,櫃認購
734796 茂達元大23購02,734796,櫃認購
734797 精星元大23購03,734797,櫃認購
734798 廣明元大23購02,734798,櫃認購
734799 聯亞元大23購04,734799,櫃認購
734800 譜瑞元大23購08,734800,櫃認購
734801 元太國票23購08,734801,櫃認購
734802 合一國票23購02,734802,櫃認購
734803 普誠國票23購02,734803,櫃認購
734804 晶呈國票23購01,734804,櫃認購
734805 鈺創國票22購02,734805,櫃認購
734806 合晶群益22購02,734806,櫃認購
734807 朋程群益22購01,734807,櫃認購
734808 宣德群益22購01,734808,櫃認購
734809 神準群益24購02,734809,櫃認購
734810 合晶元富22購01,734810,櫃認購
734811 合晶元富22購02,734811,櫃認購
734812 晶呈元富23購01,734812,櫃認購
734813 閎康元富22購02,734813,櫃認購
734814 光頡凱基24購01,734814,櫃認購
734815 家登凱基26購01,734815,櫃認購
734816 健喬凱基23購01,734816,櫃認購
734817 晶呈凱基23購01,734817,櫃認購
734818 鈺太凱基23購01,734818,櫃認購
734819 譜瑞凱基23購03,734819,櫃認購
734820 茂迪麥證23購01,734820,櫃認購
734821 環球晶統一22購05,734821,櫃認購
734822 閎康國票23購01,734822,櫃認購
734823 聚積國票23購01,734823,櫃認購
734824 合一康和23購01,734824,櫃認購
734825 閎康康和22購01,734825,櫃認購
734826 寶雅康和23購01,734826,櫃認購
734827 元太富邦24購03,734827,櫃認購
734828 同致富邦24購01,734828,櫃認購
734829 環球晶第一28購01,734829,櫃認購
734830 元太元大22購01,734830,櫃認購
734831 正基元大22購01,734831,櫃認購
734832 家登元大22購01,734832,櫃認購
734833 泰博元大22購01,734833,櫃認購
734834 晶呈元大22購01,734834,櫃認購
734835 鈺太元大22購01,734835,櫃認購
734836 鈺創元大22購01,734836,櫃認購
734837 廣積元大22購01,734837,櫃認購
734838 聯亞元大22購01,734838,櫃認購
734839 台燿中信22購01,734839,櫃認購
734840 合一中信22購01,734840,櫃認購
734841 中光電永豐22購03,734841,櫃認購
734842 中美晶永豐22購02,734842,櫃認購
734843 合晶永豐22購01,734843,櫃認購
734844 群聯永豐22購01,734844,櫃認購
734845 鈺太永豐22購01,734845,櫃認購
734846 精測永豐22購03,734846,櫃認購
734847 聚積永豐22購02,734847,櫃認購
734848 環球晶永豐22購02,734848,櫃認購
734849 同致群益22購01,734849,櫃認購
734850 合晶群益22購03,734850,櫃認購
734851 美琪瑪群益22購01,734851,櫃認購
734852 晶呈群益22購01,734852,櫃認購
734853 瑞基群益23購02,734853,櫃認購
734854 元太台新22購01,734854,櫃認購
734855 大田凱基22購01,734855,櫃認購
734856 元太凱基28購01,734856,櫃認購
734857 光頡凱基24購02,734857,櫃認購
734858 益安凱基22購01,734858,櫃認購
734859 神準凱基23購04,734859,櫃認購
734860 神準凱基24購02,734860,櫃認購
734861 神準凱基24購03,734861,櫃認購
734862 耕興凱基22購01,734862,櫃認購
734863 晶呈凱基22購02,734863,櫃認購
734864 晶宏凱基25購01,734864,櫃認購
734865 越峰凱基25購01,734865,櫃認購
734866 聚積凱基24購01,734866,櫃認購
734867 歐買尬凱基23購01,734867,櫃認購
734868 元太統一23購04,734868,櫃認購
734869 元太統一25購01,734869,櫃認購
734870 元太統一25購02,734870,櫃認購
734871 泰博統一24購03,734871,櫃認購
734872 健喬統一23購01,734872,櫃認購
734873 晶呈統一24購01,734873,櫃認購
734874 晶呈統一24購02,734874,櫃認購
734875 鈺創統一23購04,734875,櫃認購
734876 台半元大22購02,734876,櫃認購
734877 由田元大22購01,734877,櫃認購
734878 光頡元大23購03,734878,櫃認購
734879 合晶元大22購01,734879,櫃認購
734880 胡連元大22購01,734880,櫃認購
734881 泰博元大24購01,734881,櫃認購
734882 博智元大22購01,734882,櫃認購
734883 晶呈元大22購02,734883,櫃認購
734884 港建元大22購01,734884,櫃認購
734885 萬泰科元大22購01,734885,櫃認購
734886 廣積麥證24購01,734886,櫃認購
734887 宣德國票23購01,734887,櫃認購
734888 翔名國票23購02,734888,櫃認購
734889 元太康和24購01,734889,櫃認購
734890 精星康和23購01,734890,櫃認購
734891 中光電元富22購01,734891,櫃認購
734892 中美晶元富27購01,734892,櫃認購
734893 元太元富22購05,734893,櫃認購
734894 元太元富22購06,734894,櫃認購
734895 元太元富22購07,734895,櫃認購
734896 元太元富22購08,734896,櫃認購
734897 茂迪元富22購01,734897,櫃認購
734898 晶呈元富23購02,734898,櫃認購
734899 順達元富22購01,734899,櫃認購
734900 鈺太元富22購01,734900,櫃認購
734901 緯軟元富22購01,734901,櫃認購
734902 元太中信22購03,734902,櫃認購
734903 晶呈中信22購01,734903,櫃認購
734904 鈺太國泰24購01,734904,櫃認購
734905 正基永豐22購02,734905,櫃認購
734906 健喬永豐22購02,734906,櫃認購
734907 晶呈永豐22購02,734907,櫃認購
734908 譜瑞永豐22購04,734908,櫃認購
734909 中光電富邦23購02,734909,櫃認購
734910 中美晶富邦23購02,734910,櫃認購
734911 元太富邦24購04,734911,櫃認購
734912 聯亞富邦22購01,734912,櫃認購
734913 力旺中信23購01,734913,櫃認購
734914 力旺中信24購01,734914,櫃認購
734915 元太中信24購02,734915,櫃認購
734916 碩禾中信22購01,734916,櫃認購
734917 光頡國泰24購01,734917,櫃認購
734918 力旺永豐22購01,734918,櫃認購
734919 力旺永豐22購02,734919,櫃認購
734920 中天永豐22購01,734920,櫃認購
734921 合一永豐23購02,734921,櫃認購
734922 耕興永豐22購02,734922,櫃認購
734923 富喬永豐22購01,734923,櫃認購
734924 晶呈永豐23購01,734924,櫃認購
734925 華景電永豐22購01,734925,櫃認購
734926 萬潤永豐22購01,734926,櫃認購
734927 聯亞永豐22購01,734927,櫃認購
734928 穩懋永豐22購02,734928,櫃認購
734929 力旺群益23購01,734929,櫃認購
734930 元太群益23購06,734930,櫃認購
734931 元太群益23購07,734931,櫃認購
734932 元太群益24購01,734932,櫃認購
734933 由田群益22購01,734933,櫃認購
734934 胡連群益24購01,734934,櫃認購
734935 碩禾群益22購01,734935,櫃認購
734936 廣運群益24購01,734936,櫃認購
734937 力旺凱基22購03,734937,櫃認購
734938 力旺凱基24購02,734938,櫃認購
734939 力旺凱基24購03,734939,櫃認購
734940 力旺凱基26購01,734940,櫃認購
734941 力旺凱基28購01,734941,櫃認購
734942 元太凱基22購12,734942,櫃認購
734943 元太凱基22購13,734943,櫃認購
734944 正基凱基23購02,734944,櫃認購
734945 宏佳騰凱基22購01,734945,櫃認購
734946 健喬凱基24購01,734946,櫃認購
734947 萬潤凱基23購01,734947,櫃認購
734948 萬潤凱基24購01,734948,櫃認購
734949 碩禾凱基25購01,734949,櫃認購
734950 精星凱基23購01,734950,櫃認購
734951 聯亞凱基24購02,734951,櫃認購
734952 驊訊國票22購02,734952,櫃認購
734953 元太康和24購02,734953,櫃認購
734954 力旺統一24購01,734954,櫃認購
734955 元太統一22購10,734955,櫃認購
734956 元太統一25購03,734956,櫃認購
734957 台星科統一24購01,734957,櫃認購
734958 家登統一26購01,734958,櫃認購
734959 健喬統一24購02,734959,櫃認購
734960 碩禾統一23購01,734960,櫃認購
734961 91APP*元富22購01,734961,櫃認購
734962 大江元富22購01,734962,櫃認購
734963 合晶元富22購05,734963,櫃認購
734964 宜鼎元富22購01,734964,櫃認購
734965 杰力元富22購02,734965,櫃認購
734966 欣銓元富22購01,734966,櫃認購
734967 海韻電元富22購01,734967,櫃認購
734968 神盾元富22購01,734968,櫃認購
734969 華景電元富22購01,734969,櫃認購
734970 鈦昇元富22購01,734970,櫃認購
734971 萬泰科元富22購01,734971,櫃認購
734972 群聯元富22購02,734972,櫃認購
734973 聚和元富22購01,734973,櫃認購
734974 聚積元富23購02,734974,櫃認購
734975 耕興麥證22購01,734975,櫃認購
734976 晟德麥證22購01,734976,櫃認購
734977 元太第一28購02,734977,櫃認購
734978 力旺元大22購01,734978,櫃認購
734979 力旺元大22購02,734979,櫃認購
734980 力旺元大22購03,734980,櫃認購
734981 大學光元大22購01,734981,櫃認購
734982 正基元大22購02,734982,櫃認購
734983 光頡元大24購02,734983,櫃認購
734984 合晶元大22購02,734984,櫃認購
734985 合晶元大22購03,734985,櫃認購
734986 家登元大24購01,734986,櫃認購
734987 耕興元大22購01,734987,櫃認購
734988 博智元大22購02,734988,櫃認購
734989 群聯元大22購01,734989,櫃認購
734990 鈺太元大22購02,734990,櫃認購
734991 碩禾元大22購01,734991,櫃認購
734992 廣積元大22購02,734992,櫃認購
734993 聯亞元大23購05,734993,櫃認購
734994 譜瑞元大22購01,734994,櫃認購
734995 精材富邦22購01,734995,櫃認購
734996 中天國票24購02,734996,櫃認購
734997 中天國票25購01,734997,櫃認購
734998 元太國票23購10,734998,櫃認購
734999 合一國票23購04,734999,櫃認購
735000 長聖國票23購04,735000,櫃認購
735001 萬泰科國票23購01,735001,櫃認購
735002 中天康和25購01,735002,櫃認購
735003 合一康和28購01,735003,櫃認購
735004 健喬康和23購02,735004,櫃認購
735005 晶宏麥證24購01,735005,櫃認購
735006 中美晶群益22購02,735006,櫃認購
735007 元太群益22購05,735007,櫃認購
735008 合一群益22購02,735008,櫃認購
735009 晶呈群益22購02,735009,櫃認購
735010 精測群益22購03,735010,櫃認購
735011 聚積群益24購01,735011,櫃認購
735012 廣運群益23購01,735012,櫃認購
735013 台康元富22購01,735013,櫃認購
735014 台康元富25購01,735014,櫃認購
735015 合一元富23購01,735015,櫃認購
735016 合一元富23購02,735016,櫃認購
735017 泰博元富22購01,735017,櫃認購
735018 精華元富22購01,735018,櫃認購
735019 中天凱基23購02,735019,櫃認購
735020 台嘉碩凱基23購01,735020,櫃認購
735021 合晶凱基22購03,735021,櫃認購
735022 朋程凱基22購02,735022,櫃認購
735023 威剛凱基22購01,735023,櫃認購
735024 智擎凱基24購01,735024,櫃認購
735025 聚積凱基22購01,735025,櫃認購
735026 廣運凱基23購02,735026,櫃認購
735027 中天統一23購03,735027,櫃認購
735028 中天統一26購01,735028,櫃認購
735029 合一統一23購05,735029,櫃認購
735030 合一統一23購06,735030,櫃認購
735031 合一統一24購01,735031,櫃認購
735032 合一統一26購01,735032,櫃認購
735033 萬潤統一24購01,735033,櫃認購
735034 信驊兆豐24購01,735034,櫃認購
735035 大田元大22購01,735035,櫃認購
735036 大學光元大22購02,735036,櫃認購
735037 元太元大22購04,735037,櫃認購
735038 信驊元大22購01,735038,櫃認購
735039 信驊元大22購02,735039,櫃認購
735040 耕興元大22購02,735040,櫃認購
735041 晟德元大22購01,735041,櫃認購
735042 晶呈元大26購01,735042,櫃認購
735043 晶宏元大22購01,735043,櫃認購
735044 閎康元大22購01,735044,櫃認購
735045 鈺太元大22購03,735045,櫃認購
735046 碩禾富邦22購01,735046,櫃認購
735047 合一中信22購02,735047,櫃認購
735048 中天國泰24購02,735048,櫃認購
735049 中天國泰24購03,735049,櫃認購
735050 合一國泰24購02,735050,櫃認購
735051 合一國泰24購03,735051,櫃認購
735052 台康永豐22購01,735052,櫃認購
735053 東洋永豐22購01,735053,櫃認購
735054 神盾永豐22購01,735054,櫃認購
735055 健喬永豐22購03,735055,櫃認購
735056 富喬永豐23購01,735056,櫃認購
735057 台康中信23購01,735057,櫃認購
735058 智擎國泰24購01,735058,櫃認購
735059 智擎國泰24購02,735059,櫃認購
735060 中天永豐23購01,735060,櫃認購
735061 合一永豐23購03,735061,櫃認購
735062 美琪瑪永豐23購01,735062,櫃認購
735063 台康元富23購01,735063,櫃認購
735064 大學光凱基23購01,735064,櫃認購
735065 中天凱基24購01,735065,櫃認購
735066 中天凱基25購02,735066,櫃認購
735067 元太凱基23購10,735067,櫃認購
735068 宏捷科凱基24購01,735068,櫃認購
735069 信驊凱基23購02,735069,櫃認購
735070 胡連凱基23購05,735070,櫃認購
735071 晟德凱基23購01,735071,櫃認購
735072 閎康凱基23購01,735072,櫃認購
735073 瑞基凱基25購01,735073,櫃認購
735074 雍智凱基23購01,735074,櫃認購
735075 撼訊凱基23購02,735075,櫃認購
735076 台康國票23購01,735076,櫃認購
735077 由田國票23購01,735077,櫃認購
735078 光頡國票23購02,735078,櫃認購
735079 波若威國票23購02,735079,櫃認購
735080 信驊國票23購05,735080,櫃認購
735081 精測國票23購04,735081,櫃認購
735082 台康康和23購01,735082,櫃認購
735083 中天群益23購01,735083,櫃認購
735084 台康群益23購01,735084,櫃認購
735085 台康群益24購01,735085,櫃認購
735086 神盾群益23購01,735086,櫃認購
735087 健喬群益23購02,735087,櫃認購
735088 華景電群益23購01,735088,櫃認購
735089 鈺創群益23購02,735089,櫃認購
735090 泰博群益23購01,735090,櫃認購
735091 元太元大23購35,735091,櫃認購
735092 欣銓元大23購02,735092,櫃認購
735093 普誠元大23購01,735093,櫃認購
735094 精測元大23購04,735094,櫃認購
735095 寶雅元大23購04,735095,櫃認購
735096 中天統一23購04,735096,櫃認購
735097 中天統一24購02,735097,櫃認購
735098 中天統一24購03,735098,櫃認購
735099 中天統一28購01,735099,櫃認購
735100 台康統一23購01,735100,櫃認購
735101 台康統一28購01,735101,櫃認購
735102 合一統一25購04,735102,櫃認購
735103 信驊統一24購02,735103,櫃認購
735104 家登統一24購01,735104,櫃認購
735105 智擎統一23購06,735105,櫃認購
735106 聚積統一24購01,735106,櫃認購
735107 信驊富邦23購01,735107,櫃認購
735108 頎邦富邦26購02,735108,櫃認購
735109 合一中信23購01,735109,櫃認購
735110 信驊國泰24購02,735110,櫃認購
735111 雙鴻國泰24購02,735111,櫃認購
735112 中天永豐24購01,735112,櫃認購
735113 台星科永豐23購01,735113,櫃認購
735114 合一永豐24購01,735114,櫃認購
735115 廣積永豐23購01,735115,櫃認購
735116 台康元富28購01,735116,櫃認購
735117 合一元富23購05,735117,櫃認購
735118 合一元富23購06,735118,櫃認購
735119 家登元富23購01,735119,櫃認購
735120 廣積元富23購01,735120,櫃認購
735121 久元凱基23購01,735121,櫃認購
735122 中天凱基23購03,735122,櫃認購
735123 宜特凱基23購01,735123,櫃認購
735124 旺矽凱基23購02,735124,櫃認購
735125 茂達凱基23購02,735125,櫃認購
735126 精測凱基23購03,735126,櫃認購
735127 廣明凱基23購02,735127,櫃認購
735128 譜瑞凱基23購04,735128,櫃認購
735129 中天群益23購02,735129,櫃認購
735130 台半群益23購01,735130,櫃認購
735131 台康群益24購02,735131,櫃認購
735132 同致群益24購01,735132,櫃認購
735133 合一群益23購01,735133,櫃認購
735134 信驊群益23購01,735134,櫃認購
735135 中天統一23購05,735135,櫃認購
735136 中天統一23購06,735136,櫃認購
735137 中天統一28購02,735137,櫃認購
735138 台康統一24購01,735138,櫃認購
735139 台康統一25購01,735139,櫃認購
735140 台康統一26購01,735140,櫃認購
735141 合一統一23購07,735141,櫃認購
735142 合一統一23購08,735142,櫃認購
735143 合一統一24購02,735143,櫃認購
735144 合一統一25購05,735144,櫃認購
735145 合一統一28購01,735145,櫃認購
735146 信驊統一24購03,735146,櫃認購
735147 健喬統一24購03,735147,櫃認購
735148 廣積統一25購01,735148,櫃認購
735149 元太富邦24購05,735149,櫃認購
735150 穩懋富邦24購01,735150,櫃認購
735151 久元國票23購01,735151,櫃認購
735152 中天國票23購06,735152,櫃認購
735153 由田國票23購02,735153,櫃認購
735154 合一國票23購06,735154,櫃認購
735155 合一國票25購01,735155,櫃認購
735156 合一國票25購02,735156,櫃認購
735157 合一國票25購03,735157,櫃認購
735158 宜特國票23購01,735158,櫃認購
735159 美琪瑪國票23購03,735159,櫃認購
735160 鈦昇國票23購01,735160,櫃認購
735161 榮剛國票23購04,735161,櫃認購
735162 台星科康和23購01,735162,櫃認購
735163 台康康和24購01,735163,櫃認購
735164 合一康和23購02,735164,櫃認購
735165 信驊康和23購01,735165,櫃認購
735166 中天元大23購04,735166,櫃認購
735167 中天元大26購03,735167,櫃認購
735168 元太元大23購38,735168,櫃認購
735169 立端元大23購02,735169,櫃認購
735170 碩禾元大23購02,735170,櫃認購
735171 廣運元大23購02,735171,櫃認購
735172 台康麥證23購01,735172,櫃認購
735173 合一麥證23購01,735173,櫃認購
735174 信驊麥證25購01,735174,櫃認購
735175 朋程群益23購01,735175,櫃認購
735176 91APP*凱基23購02,735176,櫃認購
735177 大江凱基23購01,735177,櫃認購
735178 中探針凱基23購01,735178,櫃認購
735179 台康凱基25購01,735179,櫃認購
735180 同致凱基25購01,735180,櫃認購
735181 昇達科凱基25購02,735181,櫃認購
735182 家登凱基23購02,735182,櫃認購
735183 譜瑞凱基25購01,735183,櫃認購
735184 驊訊凱基23購03,735184,櫃認購
735185 中天國票23購07,735185,櫃認購
735186 中天國票25購02,735186,櫃認購
735187 正基國票23購02,735187,櫃認購
735188 同致國票23購03,735188,櫃認購
735189 波若威國票23購03,735189,櫃認購
735190 健喬國票23購04,735190,櫃認購
735191 富喬國票23購01,735191,櫃認購
735192 普誠國票25購01,735192,櫃認購
735193 萬泰科國票23購02,735193,櫃認購
735194 聚積國票23購02,735194,櫃認購
735195 廣積國票23購05,735195,櫃認購
