stock_name,stock_num,class
EMP88 就業88,EMP88,櫃指數類
GTCI 薪酬指數,GTCI,櫃指數類
GTHD 高殖利,GTHD,櫃指數類
GTSM50 富櫃50,GTSM50,櫃指數類
IR0118 富櫃200報酬指,IR0118,櫃指數類
IR0138 櫃Quality 50報酬指,IR0138,櫃指數類
IR0140 櫃半導體領航報酬指,IR0140,櫃指數類
IR0141 富櫃200報酬日正二,IR0141,櫃指數類
IR0148 櫃ESG成長報酬指,IR0148,櫃指數類
IR0149 櫃ESG電子菁英報酬指,IR0149,櫃指數類
IX0118 富櫃200指,IX0118,櫃指數類
IX0134 櫃永續指,IX0134,櫃指數類
IX0138 櫃Quality 50指,IX0138,櫃指數類
TPCGI 櫃治理,TPCGI,櫃指數類
TWTBI 公債指,TWTBI,櫃指數類
732903 群聯元大26購01,732903,櫃認購
732904 榮剛元大21購01,732904,櫃認購
732905 穩懋元大1C購03,732905,櫃認購
732906 穩懋元大21購03,732906,櫃認購
732907 中美晶統一22購01,732907,櫃認購
732908 元太統一22購03,732908,櫃認購
732909 宏捷科統一23購01,732909,櫃認購
732910 亞信統一23購01,732910,櫃認購
732911 昇達科統一22購01,732911,櫃認購
732912 昇達科統一24購02,732912,櫃認購
732913 朋程統一22購01,732913,櫃認購
732914 威剛統一22購01,732914,櫃認購
732915 美琪瑪統一22購01,732915,櫃認購
732916 普誠統一23購02,732916,櫃認購
732917 普誠統一24購01,732917,櫃認購
732918 精材統一22購01,732918,櫃認購
732919 環球晶統一22購03,732919,櫃認購
732920 穩懋統一21購01,732920,櫃認購
732921 穩懋統一22購01,732921,櫃認購
732922 精材富邦25購01,732922,櫃認購
732923 宣德中信1C購01,732923,櫃認購
732924 聯亞中信1C購01,732924,櫃認購
732925 穩懋國泰22購01,732925,櫃認購
732926 力旺永豐1C購01,732926,櫃認購
732927 力旺永豐1C購02,732927,櫃認購
732928 宏觀永豐1C購01,732928,櫃認購
732929 杰力永豐1C購01,732929,櫃認購
732930 欣銓永豐1C購01,732930,櫃認購
732931 宣德永豐1C購01,732931,櫃認購
732932 碩禾永豐1C購01,732932,櫃認購
732933 德微永豐1C購01,732933,櫃認購
732934 穩懋永豐1C購01,732934,櫃認購
732935 元太群益1C購01,732935,櫃認購
732936 創惟群益1C購01,732936,櫃認購
732937 環球晶群益1C購05,732937,櫃認購
732938 力致凱基1C購01,732938,櫃認購
732939 台嘉碩凱基1C購03,732939,櫃認購
732940 合晶凱基21購01,732940,櫃認購
732941 威剛凱基1C購02,732941,櫃認購
732942 創惟凱基1C購02,732942,櫃認購
732943 創惟凱基22購01,732943,櫃認購
732944 榮剛凱基1C購02,732944,櫃認購
732945 緯軟凱基1C購01,732945,櫃認購
732946 亞信麥證21購01,732946,櫃認購
732947 創惟麥證1C購01,732947,櫃認購
732948 中美晶國票21購01,732948,櫃認購
732949 杰力國票21購01,732949,櫃認購
732950 欣銓國票21購01,732950,櫃認購
732951 宣德國票21購01,732951,櫃認購
732952 瑞基國票21購01,732952,櫃認購
732953 群聯國票21購02,732953,櫃認購
732954 元太中信1C購01,732954,櫃認購
732955 創惟中信1C購01,732955,櫃認購
732956 宏觀國泰22購01,732956,櫃認購
732957 光頡統一21購01,732957,櫃認購
732958 宏捷科統一23購02,732958,櫃認購
732959 紘康統一23購01,732959,櫃認購
732960 創惟統一21購01,732960,櫃認購
732961 聚積統一22購02,732961,櫃認購
732962 穩懋統一22購02,732962,櫃認購
732963 朋程兆豐21購01,732963,櫃認購
732964 創惟兆豐23購01,732964,櫃認購
732965 德微兆豐21購01,732965,櫃認購
732966 環球晶兆豐24購01,732966,櫃認購
732967 合晶元大21購04,732967,櫃認購
732968 創惟元大21購01,732968,櫃認購
732969 創惟元大21購02,732969,櫃認購
732970 創惟元大24購01,732970,櫃認購
732971 創惟元大26購02,732971,櫃認購
732972 鈺創元大1C購01,732972,櫃認購
732973 德微元大24購01,732973,櫃認購
732974 雙鴻元大1C購04,732974,櫃認購
732975 創惟富邦26購01,732975,櫃認購
732976 環球晶富邦24購02,732976,櫃認購
732977 信驊麥證1C購01,732977,櫃認購
732978 良維國票21購01,732978,櫃認購
732979 昇達科國票21購01,732979,櫃認購
732980 信驊國票21購01,732980,櫃認購
732981 穩懋國票21購02,732981,櫃認購
732982 類比科國票21購01,732982,櫃認購
732983 信驊康和1C購01,732983,櫃認購
732984 信驊康和22購01,732984,櫃認購
732985 元太群益1C購02,732985,櫃認購
732986 信驊群益1C購01,732986,櫃認購
732987 茂達群益1C購01,732987,櫃認購
732988 家登群益1C購02,732988,櫃認購
732989 晶焱群益22購01,732989,櫃認購
732990 群聯群益1C購01,732990,櫃認購
732991 優群群益1C購01,732991,櫃認購
732992 環球晶中信1C購03,732992,櫃認購
732993 信驊永豐1C購01,732993,櫃認購
732994 紘康永豐1C購01,732994,櫃認購
732995 普誠永豐1C購01,732995,櫃認購
732996 宏捷科元富23購01,732996,櫃認購
732997 長聖元富21購03,732997,櫃認購
732998 信驊元富1C購01,732998,櫃認購
732999 信驊元富1C購02,732999,櫃認購
733000 信驊元富1C購03,733000,櫃認購
733001 雙鴻元富1C購01,733001,櫃認購
733002 大學光凱基1C購01,733002,櫃認購
733003 中美晶凱基1C購03,733003,櫃認購
733004 信驊凱基1C購01,733004,櫃認購
733005 信驊凱基21購01,733005,櫃認購
733006 信驊凱基22購01,733006,櫃認購
733007 智晶凱基1C購01,733007,櫃認購
733008 閎康凱基1C購01,733008,櫃認購
733009 穩懋凱基21購04,733009,櫃認購
733010 元太元大1C購11,733010,櫃認購
733011 元太元大26購01,733011,櫃認購
733012 合晶元大24購02,733012,櫃認購
733013 旺矽元大1C購01,733013,櫃認購
733014 旺矽元大21購01,733014,櫃認購
733015 旺矽元大24購01,733015,櫃認購
733016 信驊元大1C購01,733016,櫃認購
733017 信驊元大21購01,733017,櫃認購
733018 信驊元大24購01,733018,櫃認購
733019 精材元大1C購03,733019,櫃認購
733020 穩懋元大1C購04,733020,櫃認購
733021 台半統一1C購02,733021,櫃認購
733022 美琪瑪統一24購01,733022,櫃認購
733023 華景電統一22購01,733023,櫃認購
733024 穩懋統一22購03,733024,櫃認購
733025 穩懋統一23購01,733025,櫃認購
733026 普誠國票1C購01,733026,櫃認購
733027 晶宏群益1C購01,733027,櫃認購
733028 穩懋康和1C購03,733028,櫃認購
733029 久元凱基1C購01,733029,櫃認購
733030 茂達凱基1C購02,733030,櫃認購
733031 晶宏凱基1C購03,733031,櫃認購
733032 晶宏凱基1C購04,733032,櫃認購
733033 鈊象凱基21購01,733033,櫃認購
733034 元太中信1C購02,733034,櫃認購
733035 元太中信1C購03,733035,櫃認購
733036 台半中信1C購01,733036,櫃認購
733037 合晶國泰22購02,733037,櫃認購
733038 大宇資永豐1C購01,733038,櫃認購
733039 晶宏永豐1C購02,733039,櫃認購
733040 廣閎科永豐1C購01,733040,櫃認購
733041 穩懋麥證1C購01,733041,櫃認購
733042 晶宏統一1C購06,733042,櫃認購
733043 群聯統一22購02,733043,櫃認購
733044 穩懋統一22購04,733044,櫃認購
733045 大中元大24購01,733045,櫃認購
733046 台星科元大21購01,733046,櫃認購
733047 茂達元大1C購01,733047,櫃認購
733048 晶宏元大21購02,733048,櫃認購
733049 晶宏元大24購01,733049,櫃認購
733050 鈊象元大1C購02,733050,櫃認購
733051 鈦昇元大24購01,733051,櫃認購
733052 群聯元大21購05,733052,櫃認購
733053 環球晶元大1C購06,733053,櫃認購
733054 環球晶元大21購04,733054,櫃認購
733055 中美晶兆豐23購01,733055,櫃認購
733056 昇佳電兆豐23購01,733056,櫃認購
733057 晶宏兆豐23購01,733057,櫃認購
733058 光頡富邦24購01,733058,櫃認購
733059 晶宏富邦1C購01,733059,櫃認購
733060 大學光元富1C購01,733060,櫃認購
733061 美琪瑪凱基1C購01,733061,櫃認購
733062 群聯凱基1C購05,733062,櫃認購
733063 台半統一23購02,733063,櫃認購
733064 同致統一22購03,733064,櫃認購
733065 同致兆豐23購01,733065,櫃認購
733066 亞信兆豐21購01,733066,櫃認購
733067 大樹國票21購01,733067,櫃認購
733068 合晶國票21購01,733068,櫃認購
733069 旺矽國票21購01,733069,櫃認購
733070 同致康和22購01,733070,櫃認購
733071 美琪瑪群益1C購01,733071,櫃認購
733072 鈺創麥證23購01,733072,櫃認購
733073 信驊中信1C購01,733073,櫃認購
733074 威剛中信1C購01,733074,櫃認購
733075 台半國泰22購01,733075,櫃認購
733076 同致永豐1C購01,733076,櫃認購
733077 宏觀永豐22購01,733077,櫃認購
733078 越峰永豐1C購01,733078,櫃認購
733079 聚和永豐1C購01,733079,櫃認購
733080 雙鴻永豐21購01,733080,櫃認購
733081 精星富邦24購01,733081,櫃認購
733082 元太元大1C購13,733082,櫃認購
733083 元太元大1C購14,733083,櫃認購
733084 同致元大21購02,733084,櫃認購
733085 欣銓元大1C購01,733085,櫃認購
733086 晶宏元大24購02,733086,櫃認購
733087 港建元大21購01,733087,櫃認購
733088 雙鴻元大26購01,733088,櫃認購
733089 穩懋元大1C購05,733089,櫃認購
733090 金麗科麥證21購01,733090,櫃認購
733091 漢磊麥證23購01,733091,櫃認購
733092 宏觀群益22購01,733092,櫃認購
733093 旺矽群益1C購01,733093,櫃認購
733094 金麗科群益1C購01,733094,櫃認購
733095 宣德群益21購01,733095,櫃認購
733096 漢磊群益1C購01,733096,櫃認購
733097 漢磊群益21購01,733097,櫃認購
733098 漢磊群益22購01,733098,櫃認購
733099 漢磊群益23購01,733099,櫃認購
733100 環球晶群益21購01,733100,櫃認購
733101 美琪瑪統一23購02,733101,櫃認購
733102 元太兆豐1C購02,733102,櫃認購
733103 博智兆豐23購01,733103,櫃認購
733104 同致元富23購01,733104,櫃認購
733105 金麗科元富21購01,733105,櫃認購
733106 晶焱元富1C購01,733106,櫃認購
733107 元太凱基21購04,733107,櫃認購
733108 穩懋凱基1C購05,733108,櫃認購
733109 金麗科國泰22購01,733109,櫃認購
733110 金麗科國泰22購02,733110,櫃認購
733111 漢磊國泰24購01,733111,櫃認購
733112 漢磊國泰24購02,733112,櫃認購
733113 中探針永豐22購01,733113,櫃認購
733114 金麗科永豐1C購01,733114,櫃認購
733115 胡連永豐1C購01,733115,櫃認購
733116 漢磊永豐1C購01,733116,櫃認購
733117 漢磊永豐1C購02,733117,櫃認購
733118 漢磊永豐21購01,733118,櫃認購
733119 漢磊永豐23購01,733119,櫃認購
733120 歐買尬永豐1C購01,733120,櫃認購
733121 久陽國票1C購01,733121,櫃認購
733122 中天國票21購01,733122,櫃認購
733123 信驊國票21購02,733123,櫃認購
733124 漢磊國票1C購01,733124,櫃認購
733125 漢磊國票1C購02,733125,櫃認購
733126 漢磊國票21購01,733126,櫃認購
733127 漢磊國票21購02,733127,櫃認購
733128 漢磊國票22購01,733128,櫃認購
733129 漢磊國票23購01,733129,櫃認購
733130 漢磊國票24購01,733130,櫃認購
733131 漢磊國票25購01,733131,櫃認購
733132 漢磊富邦1C購01,733132,櫃認購
733133 元太元大1C購17,733133,櫃認購
733134 金麗科元大1C購01,733134,櫃認購
733135 金麗科元大21購02,733135,櫃認購
733136 宣德元大1C購01,733136,櫃認購
733137 普誠元大1C購01,733137,櫃認購
733138 普誠元大21購01,733138,櫃認購
733139 群聯元大1C購03,733139,櫃認購
733140 漢磊元大1C購01,733140,櫃認購
733141 漢磊元大1C購02,733141,櫃認購
733142 漢磊元大1C購03,733142,櫃認購
733143 漢磊元大1C購04,733143,櫃認購
733144 漢磊元大1C購05,733144,櫃認購
733145 漢磊元大1C購06,733145,櫃認購
733146 漢磊元大21購01,733146,櫃認購
733147 漢磊元大26購01,733147,櫃認購
733148 元太台新1C購01,733148,櫃認購
733149 大學光中信21購01,733149,櫃認購
733150 中天國泰22購01,733150,櫃認購
733151 大江永豐1C購01,733151,櫃認購
733152 大學光永豐1C購01,733152,櫃認購
733153 台半永豐1C購02,733153,櫃認購
733154 立端永豐1C購01,733154,櫃認購
733155 良維永豐1C購01,733155,櫃認購
733156 智擎永豐1C購01,733156,櫃認購
733157 中美晶元富23購01,733157,櫃認購
733158 美琪瑪元富21購01,733158,櫃認購
733159 中探針凱基24購01,733159,櫃認購
733160 台半凱基22購01,733160,櫃認購
733161 立端凱基1C購01,733161,櫃認購
733162 金麗科凱基1C購02,733162,櫃認購
733163 美琪瑪凱基1C購02,733163,櫃認購
733164 晶宏凱基21購01,733164,櫃認購
733165 華景電凱基24購01,733165,櫃認購
733166 越峰凱基1C購02,733166,櫃認購
733167 精星凱基1C購04,733167,櫃認購
733168 環球晶凱基1C購07,733168,櫃認購
733169 金麗科群益1C購03,733169,櫃認購
733170 中美晶國票21購02,733170,櫃認購
733171 波若威國票21購01,733171,櫃認購
733172 金麗科國票21購02,733172,櫃認購
733173 智擎國票21購01,733173,櫃認購
733174 聚和國票21購01,733174,櫃認購
733175 中美晶統一23購01,733175,櫃認購
733176 中美晶統一23購02,733176,櫃認購
733177 金麗科統一23購03,733177,櫃認購
733178 智擎統一23購04,733178,櫃認購
733179 金麗科兆豐23購01,733179,櫃認購
733180 德微兆豐1C購01,733180,櫃認購
733181 亞信元大21購02,733181,櫃認購
733182 杰力元大21購01,733182,櫃認購
733183 威剛元大1C購03,733183,櫃認購
733184 家登元大21購01,733184,櫃認購
733185 鈊象元大21購01,733185,櫃認購
733186 力旺群益1C購02,733186,櫃認購
733187 大樹群益1C購05,733187,櫃認購
733188 波若威群益21購01,733188,櫃認購
733189 美琪瑪群益1C購02,733189,櫃認購
733190 元太統一22購04,733190,櫃認購
733191 力旺元富1C購01,733191,櫃認購
733192 力旺元富23購01,733192,櫃認購
733193 力旺元富23購02,733193,櫃認購
733194 環球晶元富1C購04,733194,櫃認購
733195 環球晶元富1C購05,733195,櫃認購
733196 力旺凱基1C購03,733196,櫃認購
733197 先進光凱基1C購01,733197,櫃認購
733198 合晶凱基1C購02,733198,櫃認購
733199 波若威凱基1C購01,733199,櫃認購
733200 長聖凱基22購01,733200,櫃認購
733201 群聯凱基24購02,733201,櫃認購
733202 力旺國票1C購03,733202,櫃認購
733203 力旺國票21購01,733203,櫃認購
733204 力旺國票22購01,733204,櫃認購
733205 立端國票21購01,733205,櫃認購
733206 同致國票21購01,733206,櫃認購
733207 健喬國票21購01,733207,櫃認購
733208 晶宏國票21購01,733208,櫃認購
733209 元太麥證1C購04,733209,櫃認購
733210 群聯富邦23購01,733210,櫃認購
733211 力旺中信1C購01,733211,櫃認購
733212 力旺中信21購01,733212,櫃認購
733213 群聯中信1C購01,733213,櫃認購
733214 元太第一22購01,733214,櫃認購
733215 晶宏國泰22購01,733215,櫃認購
733216 力旺永豐21購01,733216,櫃認購
733217 大中永豐1C購01,733217,櫃認購
733218 台半元大1C購03,733218,櫃認購
733219 光頡元大21購01,733219,櫃認購
733220 宏觀元大1C購02,733220,櫃認購
733221 旺矽元大1C購02,733221,櫃認購
733222 胡連元大1C購01,733222,櫃認購
733223 健喬元大1C購01,733223,櫃認購
733224 健喬元大1C購02,733224,櫃認購
733225 晶焱元大1C購01,733225,櫃認購
733226 華景電元大1C購01,733226,櫃認購
733227 群聯元大1C購04,733227,櫃認購
733228 鈺創元大1C購02,733228,櫃認購
733229 精星元大1C購01,733229,櫃認購
733230 聚積元大1C購01,733230,櫃認購
733231 環球晶元大21購05,733231,櫃認購
733232 北基中信1C購01,733232,櫃認購
733233 合晶中信22購01,733233,櫃認購
733234 上洋永豐1C購01,733234,櫃認購
733235 中美晶永豐1C購02,733235,櫃認購
733236 美琪瑪統一22購02,733236,櫃認購
733237 威剛兆豐22購01,733237,櫃認購
733238 良維國票21購02,733238,櫃認購
733239 旺矽國票21購02,733239,櫃認購
733240 立端群益1C購01,733240,櫃認購
733241 伍豐群益22購01,733241,櫃認購
733242 波若威群益1C購02,733242,櫃認購
733243 歐買尬群益1C購01,733243,櫃認購
733244 立端麥證1C購01,733244,櫃認購
733245 信驊元富1C購05,733245,櫃認購
733246 中探針凱基21購01,733246,櫃認購
733247 元太凱基1C購07,733247,櫃認購
733248 台半凱基1C購02,733248,櫃認購
733249 光頡凱基1C購03,733249,櫃認購
733250 昇達科凱基1C購03,733250,櫃認購
733251 健喬凱基1C購01,733251,櫃認購
733252 群聯凱基1C購06,733252,櫃認購
733253 榮剛凱基1C購03,733253,櫃認購
733254 穩懋凱基1C購06,733254,櫃認購
733255 穩懋凱基1C購07,733255,櫃認購
733256 穩懋凱基21購05,733256,櫃認購
733257 中美晶元大1C購01,733257,櫃認購
733258 中探針元大24購02,733258,櫃認購
733259 美琪瑪元大1C購01,733259,櫃認購
733260 鈊象元大1C購03,733260,櫃認購
733261 鈺創元大21購01,733261,櫃認購
733262 環球晶元大1C購08,733262,櫃認購
733263 大國鋼國票1C購01,733263,櫃認購
733264 世禾國票1C購01,733264,櫃認購
733265 原相國票21購01,733265,櫃認購
733266 高端國票21購01,733266,櫃認購
733267 港建國票1C購01,733267,櫃認購
733268 群聯康和22購01,733268,櫃認購
733269 智擎元富1C購03,733269,櫃認購
733270 元太凱基1C購09,733270,櫃認購
733271 昇達科凱基21購01,733271,櫃認購
733272 鈺創凱基21購02,733272,櫃認購
733273 雙鴻凱基22購01,733273,櫃認購
733274 光頡群益24購01,733274,櫃認購
733275 群聯群益1C購02,733275,櫃認購
733276 元太統一1C購10,733276,櫃認購
733277 明安統一22購01,733277,櫃認購
733278 金麗科中信1C購01,733278,櫃認購
733279 普誠中信1C購01,733279,櫃認購
733280 元太國泰22購01,733280,櫃認購
733281 茂達永豐1C購01,733281,櫃認購
733282 振曜永豐1C購01,733282,櫃認購
733283 新麥永豐1C購01,733283,櫃認購
733284 元太元大21購03,733284,櫃認購
733285 台半元大1C購04,733285,櫃認購
733286 昇達科元大24購01,733286,櫃認購
733287 美琪瑪元大21購03,733287,櫃認購
733288 晶焱元大1C購02,733288,櫃認購
733289 穩懋元大1C購06,733289,櫃認購
733290 穩懋元大21購04,733290,櫃認購
733291 大中中信1C購01,733291,櫃認購
733292 昇達科國泰22購01,733292,櫃認購
733293 中天永豐1C購01,733293,櫃認購
733294 高端永豐1C購02,733294,櫃認購
733295 明安統一23購03,733295,櫃認購
733296 德微國票21購02,733296,櫃認購
733297 元太群益1C購08,733297,櫃認購
733298 家登元富1C購01,733298,櫃認購
733299 高端元富1C購03,733299,櫃認購
733300 美琪瑪凱基1C購03,733300,櫃認購
733301 晶宏凱基1C購05,733301,櫃認購
733302 元太元大1C購18,733302,櫃認購
733303 雙鴻元大23購01,733303,櫃認購
733304 穩懋元大1C購08,733304,櫃認購
733305 胡連國票21購01,733305,櫃認購
733306 台燿永豐1C購01,733306,櫃認購
733307 網家兆豐1C購01,733307,櫃認購
733308 矽瑪凱基1C購01,733308,櫃認購
733309 振曜凱基1C購01,733309,櫃認購
733310 群聯凱基1C購07,733310,櫃認購
733311 中美晶元大1C購02,733311,櫃認購
733312 中美晶元大23購01,733312,櫃認購
733313 中美晶元大24購01,733313,櫃認購
733314 元太元大1C購20,733314,櫃認購
733315 元太元大1C購21,733315,櫃認購
733316 元太元大23購04,733316,櫃認購
733317 光頡元大23購01,733317,櫃認購
733318 群聯元大1C購05,733318,櫃認購
733319 德微元大1C購03,733319,櫃認購
733320 中美晶群益1C購02,733320,櫃認購
733321 胡連群益1C購01,733321,櫃認購
733322 櫃200群益1C購01,733322,櫃認購
733323 中美晶群益21購01,733323,櫃認購
733324 綠界群益1C購01,733324,櫃認購
733325 環球晶群益1C購07,733325,櫃認購
733326 美琪瑪元富1C購02,733326,櫃認購
733327 中美晶凱基1C購05,733327,櫃認購
733328 世界凱基1C購02,733328,櫃認購
733329 胡連凱基1C購02,733329,櫃認購
733330 群聯凱基22購03,733330,櫃認購
733331 智擎國票21購02,733331,櫃認購
733332 環球晶康和1C購02,733332,櫃認購
733333 雙鴻康和22購01,733333,櫃認購
733334 中探針統一24購01,733334,櫃認購
733335 胡連統一1C購01,733335,櫃認購
733336 博智中信21購01,733336,櫃認購
733337 中探針兆豐22購01,733337,櫃認購
733338 聚積兆豐22購01,733338,櫃認購
733339 良維永豐21購01,733339,櫃認購
733340 晶宏永豐1C購03,733340,櫃認購
733341 亞信元大1C購01,733341,櫃認購
733342 旺矽元大23購01,733342,櫃認購
733343 美琪瑪元大1C購02,733343,櫃認購
733344 家登元大1C購01,733344,櫃認購
733345 聚積元大1C購02,733345,櫃認購
733346 中美晶元富1C購03,733346,櫃認購
733347 同致元富1C購02,733347,櫃認購
733348 安國元富1C購01,733348,櫃認購
733349 中天凱基1C購02,733349,櫃認購
733350 健喬凱基1C購02,733350,櫃認購
733351 中美晶國泰22購01,733351,櫃認購
733352 九暘永豐1C購01,733352,櫃認購
733353 合晶永豐1C購03,733353,櫃認購
733354 朋程永豐1C購02,733354,櫃認購
733355 金居永豐1C購01,733355,櫃認購
733356 博智永豐1C購01,733356,櫃認購
733357 華景電永豐1C購01,733357,櫃認購
733358 瑞基永豐1C購04,733358,櫃認購
733359 環球晶永豐1C購03,733359,櫃認購
733360 美琪瑪統一22購03,733360,櫃認購
733361 宏捷科兆豐22購02,733361,櫃認購
733362 博智兆豐22購01,733362,櫃認購
733363 穩懋兆豐1C購02,733363,櫃認購
733364 鈺創國票1C購02,733364,櫃認購
733365 宏觀康和22購01,733365,櫃認購
733366 大宇資群益1C購01,733366,櫃認購
733367 信驊群益1C購03,733367,櫃認購
733368 鈦昇群益1C購01,733368,櫃認購
733369 旺矽富邦23購01,733369,櫃認購
733370 大宇資元大1C購01,733370,櫃認購
733371 中美晶元大1C購03,733371,櫃認購
733372 台半元大1C購05,733372,櫃認購
733373 欣銓元大1C購02,733373,櫃認購
733374 胡連元大1C購02,733374,櫃認購
733375 胡連元大23購01,733375,櫃認購
733376 博智元大1C購03,733376,櫃認購
733377 德微元大1C購04,733377,櫃認購
733378 雙鴻元大1C購05,733378,櫃認購
733379 大中國票21購02,733379,櫃認購
733380 中探針國票21購01,733380,櫃認購
733381 光頡國票1C購01,733381,櫃認購
733382 高端國票21購02,733382,櫃認購
733383 同致統一23購01,733383,櫃認購
733384 智擎統一23購05,733384,櫃認購
733385 穩懋統一23購02,733385,櫃認購
733386 宏觀兆豐23購01,733386,櫃認購
733387 旺矽兆豐23購01,733387,櫃認購
733388 鈦昇兆豐23購01,733388,櫃認購
733389 精星兆豐23購01,733389,櫃認購
733390 大樹群益1C購06,733390,櫃認購
733391 健喬群益1C購01,733391,櫃認購
733392 中美晶凱基23購01,733392,櫃認購
733393 元太凱基1C購11,733393,櫃認購
733394 光頡凱基1C購04,733394,櫃認購
733395 旺矽凱基1C購02,733395,櫃認購
733396 波若威凱基1C購02,733396,櫃認購
733397 茂迪凱基23購01,733397,櫃認購
733398 環球晶凱基1C購08,733398,櫃認購
733399 環球晶凱基1C購09,733399,櫃認購
733400 世界元大1C購04,733400,櫃認購
733401 台星科元大1C購02,733401,櫃認購
733402 亞信元大23購01,733402,櫃認購
733403 美琪瑪元大1C購03,733403,櫃認購
733404 環球晶元大23購01,733404,櫃認購
733405 元太中信23購01,733405,櫃認購
733406 茂達永豐1C購02,733406,櫃認購
733407 益安永豐1C購01,733407,櫃認購
733408 晶焱永豐1C購01,733408,櫃認購
733409 萬潤永豐1C購01,733409,櫃認購
733410 群聯永豐1C購01,733410,櫃認購
733411 力旺麥證23購01,733411,櫃認購
733412 漢磊麥證23購02,733412,櫃認購
733413 長聖國票21購01,733413,櫃認購
733414 健喬國票21購02,733414,櫃認購
733415 群聯康和21購02,733415,櫃認購
733416 漢磊康和21購01,733416,櫃認購
733417 益安統一23購01,733417,櫃認購
733418 大樹群益1C購07,733418,櫃認購
733419 同致群益1C購02,733419,櫃認購
733420 博智群益1C購02,733420,櫃認購
733421 漢磊群益1C購02,733421,櫃認購
733422 漢磊群益1C購03,733422,櫃認購
733423 雙鴻群益23購01,733423,櫃認購
733424 智擎國泰23購01,733424,櫃認購
733425 力旺永豐1C購03,733425,櫃認購
733426 世界永豐1C購03,733426,櫃認購
733427 合晶永豐1C購04,733427,櫃認購
733428 東洋永豐1C購01,733428,櫃認購
733429 高端永豐1C購03,733429,櫃認購
733430 健喬永豐1C購01,733430,櫃認購
733431 榮剛永豐1C購01,733431,櫃認購
733432 漢磊永豐1C購03,733432,櫃認購
733433 力旺凱基1C購04,733433,櫃認購
733434 台半凱基1C購03,733434,櫃認購
733435 亞信凱基1C購02,733435,櫃認購
733436 胡連凱基1C購03,733436,櫃認購
733437 智擎凱基1C購01,733437,櫃認購
733438 漢磊凱基1C購01,733438,櫃認購
733439 漢磊凱基1C購02,733439,櫃認購
733440 漢磊凱基1C購03,733440,櫃認購
733441 漢磊凱基23購01,733441,櫃認購
733442 漢磊凱基23購02,733442,櫃認購
733443 漢磊凱基24購01,733443,櫃認購
733444 穩懋凱基1C購09,733444,櫃認購
733445 力旺元大1C購03,733445,櫃認購
733446 力旺元大23購01,733446,櫃認購
733447 力旺元大25購01,733447,櫃認購
733448 信驊元大1C購03,733448,櫃認購
733449 茂達元大1C購02,733449,櫃認購
733450 漢磊元大1C購08,733450,櫃認購
733451 漢磊元大1C購09,733451,櫃認購
733452 穩懋元大1C購09,733452,櫃認購
733453 胡連統一23購01,733453,櫃認購
733454 高端統一1C購06,733454,櫃認購
733455 穩懋統一23購03,733455,櫃認購
733456 長聖國票21購02,733456,櫃認購
733457 茂達國票21購01,733457,櫃認購
733458 精材國票21購02,733458,櫃認購
733459 博智群益1C購03,733459,櫃認購
733460 智擎群益1C購01,733460,櫃認購
733461 群聯群益1C購03,733461,櫃認購
733462 茂達凱基1C購03,733462,櫃認購
733463 智晶凱基24購01,733463,櫃認購
733464 驊訊凱基1C購01,733464,櫃認購
733465 智擎富邦23購01,733465,櫃認購
733466 晶宏中信23購01,733466,櫃認購
733467 中天永豐1C購02,733467,櫃認購
733468 中菲行永豐1C購01,733468,櫃認購
733469 崧騰永豐1C購01,733469,櫃認購
733470 智擎永豐1C購02,733470,櫃認購
733471 驊訊永豐1C購01,733471,櫃認購
733472 大樹元大1C購01,733472,櫃認購
733473 環球晶元大1C購09,733473,櫃認購
733474 新麥元富1C購01,733474,櫃認購
733475 碩禾元富1C購02,733475,櫃認購
733476 碩禾元富1C購03,733476,櫃認購
733477 碩禾元富1C購04,733477,櫃認購
733478 中光電凱基1C購01,733478,櫃認購
733479 良維凱基1C購01,733479,櫃認購
733480 朋程凱基23購01,733480,櫃認購
733481 金麗科凱基23購01,733481,櫃認購
733482 信紘科凱基25購01,733482,櫃認購
733483 倉和凱基25購01,733483,櫃認購
733484 鈊象凱基1C購02,733484,櫃認購
733485 環球晶凱基23購02,733485,櫃認購
733486 雙鴻凱基1C購02,733486,櫃認購
733487 驊訊凱基23購01,733487,櫃認購
733488 中美晶國票21購04,733488,櫃認購
733489 金麗科國票21購04,733489,櫃認購
733490 晶宏國票21購02,733490,櫃認購
733491 智晶國票21購01,733491,櫃認購
733492 碩禾國票21購01,733492,櫃認購
733493 廣運國票21購01,733493,櫃認購
733494 元太群益1C購11,733494,櫃認購
733495 波若威群益1C購03,733495,櫃認購
733496 金麗科群益1C購04,733496,櫃認購
733497 原相群益23購01,733497,櫃認購
733498 中光電永豐1C購01,733498,櫃認購
733499 立端永豐1C購02,733499,櫃認購
733500 安國永豐21購01,733500,櫃認購
733501 亞信永豐1C購02,733501,櫃認購
733502 杰力永豐1C購02,733502,櫃認購
733503 凌陽創永豐1C購01,733503,櫃認購
733504 鈊象永豐1C購01,733504,櫃認購
733505 廣運永豐1C購01,733505,櫃認購
733506 歐買尬永豐1C購02,733506,櫃認購
733507 朋程元大1C購01,733507,櫃認購
733508 振曜元大1C購01,733508,櫃認購
733509 健喬元大1C購03,733509,櫃認購
733510 健喬元大1C購04,733510,櫃認購
733511 健喬元大25購01,733511,櫃認購
