Number,Name,Investment company,Date,File path,Recommend
8070,長華,元富,2019_01_02,/home/cosbi/桌面/financialData/gmailData/data/8070/8070_長華_2019-01-02_元富_8070長華20190102-報告.pdf,NULL
8279,生展,元富,2019_01_02,/home/cosbi/桌面/financialData/gmailData/data/8279/8279_生展_2019-01-02_元富_8279生展20190102-報告.pdf,NULL
4147,中裕,元富,2019_01_02,/home/cosbi/桌面/financialData/gmailData/data/4147/4147_中裕_2019-01-02_元富_4147中裕20190102-報告.pdf,NULL
2301,光寶科,國票,2019_01_02,/home/cosbi/桌面/financialData/gmailData/data/2301/2301_光寶科_2019-01-02_國票_2301光寶科01022019.pdf,NULL
9802,鈺齊-KY,富邦台灣,2019_01_02,/home/cosbi/桌面/financialData/gmailData/data/9802/9802_鈺齊-KY_2019-01-02_富邦台灣_9802_鈺齊-KY_snapshot_c_010219.pdf,NULL
2867,三商壽,中信投顧,2019_01_03,/home/cosbi/桌面/financialData/gmailData/data/2867/2867_三商壽_2019-01-03_中信投顧_中信個股報告-20190103_2867三商壽.pdf,NULL
5284,jpp-KY,NULL,2019_01_03,/home/cosbi/桌面/financialData/gmailData/data/5284/5284_jpp-KY_2019-01-03__5284 TT 20190102.pdf,NULL
8436,大江,富邦台灣,2019_01_03,/home/cosbi/桌面/financialData/gmailData/data/8436/8436_大江_2019-01-03_富邦台灣_8436_大江_snapshot_c_010319.pdf,NULL
4417,金洲,富邦台灣,2019_01_03,/home/cosbi/桌面/financialData/gmailData/data/4417/4417_金洲_2019-01-03_富邦台灣_4417_金洲_snapshot_c_010319.pdf,NULL
2239,英利-KY,中信投顧,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/2239/2239_英利-KY_2019-01-04_中信投顧_中信個股報告-20190104_2239英利-KY.pdf,NULL
2548,華固,國票,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/2548/2548_華固_2019-01-04_國票_2548華固01042019.pdf,NULL
4906,正文,第一金,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/4906/4906_正文_2019-01-04_第一金_正文(4906)-中立.pdf,NULL
6569,醫揚,NULL,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/6569/6569_醫揚_2019-01-04__6569 TT 20190104.pdf,NULL
8070,長華,NULL,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/8070/8070_長華_2019-01-04__8070 TT 20190104.pdf,NULL
1229,聯華,元富,2019_01_04,/home/cosbi/桌面/financialData/gmailData/data/1229/1229_聯華_2019-01-04_元富_元富投顧核心個股每週評等變動表(1229-190104).xls,NULL
2441,超豐,富邦台灣,2019_01_05,/home/cosbi/桌面/financialData/gmailData/data/2441/2441_超豐_2019-01-05_富邦台灣_2441_超豐_snapshot_c_010419.pdf,NULL
5288,豐祥-KY,富邦台灣,2019_01_05,/home/cosbi/桌面/financialData/gmailData/data/5288/5288_豐祥-KY_2019-01-05_富邦台灣_5288_豐祥-KY_snapshot_c_010419.pdf,NULL
4735,豪展,NULL,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-07__4735豪展-0114法說會邀請函.doc,NULL
2849,安泰銀,中信投顧,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/2849/2849_安泰銀_2019-01-07_中信投顧_中信個股報告-20190107_2849安泰銀.pdf,NULL
3698,隆達,中信投顧,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/3698/3698_隆達_2019-01-07_中信投顧_中信個股報告-20190104_3698隆達.pdf,NULL
3376,新日興,元富,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/3376/3376_新日興_2019-01-07_元富_新日興(3376)-20190107-速報.pdf,NULL
8279,生展,NULL,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/8279/8279_生展_2019-01-07__8279 TT 20190107.pdf,NULL
1752,南光,富邦台灣,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/1752/1752_南光_2019-01-07_富邦台灣_1752_南光_snapshot_c_010419.pdf,NULL
2313,華通,富邦台灣,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/2313/2313_華通_2019-01-07_富邦台灣_2313_華通_snapshot_c_010719.pdf,NULL
6269,台郡,富邦台灣,2019_01_07,/home/cosbi/桌面/financialData/gmailData/data/6269/6269_台郡_2019-01-07_富邦台灣_6269_台郡_snapshot_c_010719.pdf,NULL
8046,南電,元富,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/8046/8046_南電_2019-01-08_元富_南電(8046)-20190108-速報.pdf,NULL
2887,台新金,中信投顧,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2887/2887_台新金_2019-01-08_中信投顧_中信個股報告-20190108_2887台新金.pdf,NULL
5388,中磊,國票,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/5388/5388_中磊_2019-01-08_國票_5388中磊01082019.pdf,NULL
2456,奇力新,第一金,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2456/2456_奇力新_2019-01-08_第一金_奇力新(2456)-中立.pdf,NULL
2377,微星,元富,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2377/2377_微星_2019-01-08_元富_2377微星20190108-報告.pdf,NULL
4147,中裕,NULL,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/4147/4147_中裕_2019-01-08__4147 TT 20190108.pdf,NULL
2455,全新,國票,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2455/2455_全新_2019-01-08_國票_2455全新01082019.pdf,NULL
3189,景碩,康和,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/3189/3189_景碩_2019-01-08_康和_康和投顧-3189景碩-20190108.pdf,NULL
2377,微星,NULL,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2377/2377_微星_2019-01-08__2377 TT 20190108.pdf,NULL
2605,新興,富邦台灣,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2605/2605_新興_2019-01-08_富邦台灣_2605_新興_snapshot_c_010809.pdf,NULL
1560,中砂,富邦台灣,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/1560/1560_中砂_2019-01-08_富邦台灣_1560_中砂_snapshot_c_010819.pdf,NULL
5347,世界,富邦台灣,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/5347/5347_世界_2019-01-08_富邦台灣_5347_世界先進_snapshot_c_010719.pdf,NULL
2458,義隆,富邦台灣,2019_01_08,/home/cosbi/桌面/financialData/gmailData/data/2458/2458_義隆_2019-01-08_富邦台灣_2458_義隆_snapshot_c_010719.pdf,NULL
6568,宏觀,元富,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/6568/6568_宏觀_2019-01-09_元富_宏觀(6568)-20190109-速報.pdf,NULL
6274,台燿,國票,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/6274/6274_台燿_2019-01-09_國票_國票6274台燿01092019.pdf,NULL
2498,宏達電,中信投顧,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/2498/2498_宏達電_2019-01-09_中信投顧_中信個股報告-20190109_2498宏達電.pdf,NULL
3026,禾伸堂,第一金,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/3026/3026_禾伸堂_2019-01-09_第一金_禾伸堂(3026)-中立.pdf,NULL
8150,南茂,第一金,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/8150/8150_南茂_2019-01-09_第一金_南茂(8150)-中立.pdf,NULL
3360,尚立,國票,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/3360/3360_尚立_2019-01-09_國票_國票3360尚立01092019.pdf,NULL
8112,至上,富邦台灣,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/8112/8112_至上_2019-01-09_富邦台灣_8112_至上_snapshot_c_010919.pdf,NULL
4735,豪展,NULL,2019_01_09,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-09__4735豪展-0114法說會邀請函.doc,NULL
1303,南亞,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1303/1303_南亞_2019-01-10_富邦台灣_1303_南亞_snapshot_c_010919.pdf,NULL
6568,宏觀,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/6568/6568_宏觀_2019-01-10_富邦台灣_6568_宏觀_snapshot_c_010919.pdf,NULL
8112,至上,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/8112/8112_至上_2019-01-10_富邦台灣_8112_至上_snapshot_c_010919.pdf,NULL
2474,可成,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/2474/2474_可成_2019-01-10_富邦台灣_2474_可成_snapshot_c_010819.pdf,NULL
1301,台塑,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1301/1301_台塑_2019-01-10_富邦台灣_1301_台塑_snapshot_c_010919.pdf,NULL
1326,台化,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1326/1326_台化_2019-01-10_富邦台灣_1326_台化_snapshot_c_010919.pdf,NULL
6505,台塑化,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/6505/6505_台塑化_2019-01-10_富邦台灣_6505_台塑化_snapshot_c_010919.pdf,NULL
3338,泰碩,富邦台灣,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/3338/3338_泰碩_2019-01-10_富邦台灣_3338_泰碩_snapshot_c_010919.pdf,NULL
3376,新日興,元富,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/3376/3376_新日興_2019-01-10_元富_3376新日興20190109-報告.pdf,NULL
2014,中鴻,元富,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/2014/2014_中鴻_2019-01-10_元富_中鴻(2014)-20190110-速報.pdf,NULL
5347,世界,國票,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/5347/5347_世界_2019-01-10_國票_國票5347世界01102019.pdf,NULL
1476,儒鴻,國票,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1476/1476_儒鴻_2019-01-10_國票_國票1476儒鴻01102019.pdf,NULL
4735,豪展,NULL,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-10__4735豪展-0114法說會邀請函.doc,NULL
3234,光環,國票,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/3234/3234_光環_2019-01-10_國票_國票3234光環01102019.pdf,NULL
2002,中鋼,元富,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/2002/2002_中鋼_2019-01-10_元富_中鋼(2002)-20190110-速報.pdf,NULL
6279,胡連,國票,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/6279/6279_胡連_2019-01-10_國票_國票6279胡連01102019.pdf,NULL
1301,台塑,中信投顧,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1301/1301_台塑_2019-01-10_中信投顧_中信個股報告-20190110_1301台塑.pdf,NULL
6568,宏觀,元富,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/6568/6568_宏觀_2019-01-10_元富_6568宏觀20190110-報告.pdf,NULL
2327,國巨,第一金,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/2327/2327_國巨_2019-01-10_第一金_國巨(2327)-中立.pdf,NULL
1752,南光,元富,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/1752/1752_南光_2019-01-10_元富_1752南光20190110-報告.pdf,NULL
6552,易華電,國票,2019_01_10,/home/cosbi/桌面/financialData/gmailData/data/6552/6552_易華電_2019-01-10_國票_國票6552易華電01102019.pdf,NULL
4735,豪展,NULL,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-11__4735豪展-0114法說會邀請函.doc,NULL
1210,大成,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/1210/1210_大成_2019-01-11_中信投顧_中信個股報告-20190111_1210大成.pdf,NULL
3008,大立光,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-11_中信投顧_中信個股報告-20190111_3008大立光.pdf,NULL
5245,智晶,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/5245/5245_智晶_2019-01-11_中信投顧_中信個股報告-20190111_5245智晶.pdf,NULL
2327,國巨,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/2327/2327_國巨_2019-01-11_中信投顧_中信個股報告-20190111_2327國巨.pdf,NULL
9942,茂順,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/9942/9942_茂順_2019-01-11_中信投顧_中信個股報告-20190111_9942茂順.pdf,NULL
3596,智易,國票,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3596/3596_智易_2019-01-11_國票_國票3596智易01112019.pdf,NULL
2027,大成鋼,國票,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/2027/2027_大成鋼_2019-01-11_國票_國票2027大成鋼01112019.pdf,NULL
2912,統一超,中信投顧,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/2912/2912_統一超_2019-01-11_中信投顧_中信個股報告-20190111_2912統一超.pdf,NULL
5305,敦南,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/5305/5305_敦南_2019-01-11_元富_敦南(5305)-20190111-速報.pdf,NULL
3008,大立光,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-11_元富_大立光(3008)-20190111-速報.pdf,NULL
3376,新日興,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3376/3376_新日興_2019-01-11_元富_3376新日興20190109-報告.pdf,NULL
4803,VHQ-KY,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/4803/4803_VHQ-KY_2019-01-11_元富_VHQ-KY(4803)-20190111-速報.pdf,NULL
6187,萬潤,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/6187/6187_萬潤_2019-01-11_元富_萬潤(6187)-20190111-速報.pdf,NULL
5305,敦南,第一金,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/5305/5305_敦南_2019-01-11_第一金_敦南(5305)-區間操作.pdf,NULL
3376,新日興,NULL,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3376/3376_新日興_2019-01-11__3376 TT 20190111.pdf,NULL
3189,景碩,NULL,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3189/3189_景碩_2019-01-11__Concord Taiwan：Kinsus Interconnect (3189 TT)-20190111.pdf,NULL
3008,大立光,康和,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-11_康和_康和投顧-3008大立光-20190111.pdf,NULL
2634,漢翔,康和,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/2634/2634_漢翔_2019-01-11_康和_康和投顧-2634漢翔-20190111.pdf,NULL
2020,美亞,康和,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/2020/2020_美亞_2019-01-11_康和_康和投顧-產業速報-5G：中國發放臨時5G牌照加快部分城市5G商用化，增強2019-2020年全球5G基站建設商機-20190111.pdf,NULL
3008,大立光,元富,2019_01_11,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-11_元富_3008大立光20190111-報告.pdf,NULL
6153,嘉聯益,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/6153/6153_嘉聯益_2019-01-13_富邦台灣_6153_嘉聯益_snapshot_c_011119.pdf,NULL
8299,群聯,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/8299/8299_群聯_2019-01-13_富邦台灣_8299_群聯_snapshot_c_011119.pdf,NULL
4977,眾達-KY,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/4977/4977_眾達-KY_2019-01-13_富邦台灣_4977_眾達-KY_snapshot_c_011119.pdf,NULL
8150,南茂,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/8150/8150_南茂_2019-01-13_富邦台灣_8150_南茂_snapshot_c_011119.pdf,NULL
2636,台驊投控,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/2636/2636_台驊投控_2019-01-13_富邦台灣_2636_台驊_snapshot_c_011119.pdf,NULL
1707,葡萄王,富邦台灣,2019_01_13,/home/cosbi/桌面/financialData/gmailData/data/1707/1707_葡萄王_2019-01-13_富邦台灣_1707_葡萄王_snapshot_c_011019.pdf,NULL
2014,中鴻,中信投顧,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/2014/2014_中鴻_2019-01-14_中信投顧_中信個股報告-20190114_2014中鴻.pdf,NULL
3234,光環,元富,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/3234/3234_光環_2019-01-14_元富_光環(3234)-20190114-速報.pdf,NULL
3008,大立光,國票,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-14_國票_國票3008大立光01142019.pdf,NULL
6568,宏觀,NULL,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/6568/6568_宏觀_2019-01-14__6568 TT 20190111.pdf,NULL
3008,大立光,元富,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-14_元富_3008大立光20190111-報告.pdf,NULL
6558,興能高,元富,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/6558/6558_興能高_2019-01-14_元富_興能高(6558)-20190114-速報.pdf,NULL
5305,敦南,元富,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/5305/5305_敦南_2019-01-14_元富_5305敦南20190114-報告.pdf,NULL
6277,宏正,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/6277/6277_宏正_2019-01-14_富邦台灣_6277_宏正_snapshot_c_011419.pdf,NULL
8046,南電,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/8046/8046_南電_2019-01-14_富邦台灣_8046_南電_snapshot_c_011419.pdf,NULL
4137,麗豐-KY,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/4137/4137_麗豐-KY_2019-01-14_富邦台灣_4137_麗豐-KY_snapshot_c_011419.pdf,NULL
3008,大立光,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-14_富邦台灣_3008_大立光_snapshot_c_011019.pdf,NULL
6488,環球晶,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/6488/6488_環球晶_2019-01-14_富邦台灣_6488_環球晶_snapshot_c_011419.pdf,NULL
5264,鎧勝-KY,富邦台灣,2019_01_14,/home/cosbi/桌面/financialData/gmailData/data/5264/5264_鎧勝-KY_2019-01-14_富邦台灣_5264_鎧勝_snapshot_c_011019.pdf,NULL
3234,光環,元富,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/3234/3234_光環_2019-01-15_元富_3234光環20190115-報告.pdf,NULL
4735,豪展,元富,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-15_元富_豪展(4735)-20190115-速報.pdf,NULL
4803,VHQ-KY,元富,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4803/4803_VHQ-KY_2019-01-15_元富_4803VHQ-KY20190115-報告.pdf,NULL
4148,全宇生技-KY,元富,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4148/4148_全宇生技-KY_2019-01-15_元富_全宇-KY(4148)-20190115-速報.pdf,NULL
4137,麗豐-KY,中信投顧,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4137/4137_麗豐-KY_2019-01-15_中信投顧_中信個股報告-20190115_4137麗豐-KY.pdf,NULL
4148,全宇生技-KY,中信投顧,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4148/4148_全宇生技-KY_2019-01-15_中信投顧_中信個股報告-20190115_4148全宇-KY.pdf,NULL
2239,英利-KY,國票,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/2239/2239_英利-KY_2019-01-15_國票_國票2239英利-KY01152019.pdf,NULL
4735,豪展,第一金,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-15_第一金_豪展(4735)-買進.pdf,NULL
8086,宏捷科,第一金,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/8086/8086_宏捷科_2019-01-15_第一金_宏捷科(8086)-中立.pdf,NULL
3008,大立光,NULL,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2019-01-15__3008 TT 20190115.pdf,NULL
5478,智冠,第一金,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/5478/5478_智冠_2019-01-15_第一金_智冠(5478)-區間操作.pdf,NULL
2634,漢翔,NULL,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/2634/2634_漢翔_2019-01-15__Concord Taiwan：Aerospace Industrial Development Corp (2634 TT)-20190115.pdf,NULL
2379,瑞昱,富邦台灣,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/2379/2379_瑞昱_2019-01-15_富邦台灣_2379_瑞昱_snapshot_c_011519.pdf,NULL
5434,崇越,富邦台灣,2019_01_15,/home/cosbi/桌面/financialData/gmailData/data/5434/5434_崇越_2019-01-15_富邦台灣_5434_崇越_snapshot_c_011519.pdf,NULL
9938,百和,國票,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/9938/9938_百和_2019-01-16_國票_國票9938百和01162019.pdf,NULL
2408,南亞科,國票,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2019-01-16_國票_國票2408南亞科01162019.pdf,NULL
4190,佐登-KY,國票,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4190/4190_佐登-KY_2019-01-16_國票_國票4190佐登-KY01162019.pdf,NULL
2383,台光電,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2383/2383_台光電_2019-01-16_中信投顧_中信個股報告-20190116_2383台光電.pdf,NULL
9938,百和,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/9938/9938_百和_2019-01-16_元富_百和(9938)-20190116-速報.pdf,NULL
2809,京城銀,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2809/2809_京城銀_2019-01-16_中信投顧_中信個股報告-20190116_2809京城銀.pdf,NULL
2449,京元電子,國票,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2449/2449_京元電子_2019-01-16_國票_國票2449京元電01162019.pdf,NULL
4541,晟田,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4541/4541_晟田_2019-01-16_元富_晟田(4541)-20190116-速報.pdf,NULL
2408,南亞科,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2019-01-16_元富_南亞科(2408)-20190116-速報.pdf,NULL
1537,廣隆,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/1537/1537_廣隆_2019-01-16_中信投顧_中信個股報告-20190116_1537廣隆.pdf,NULL
2408,南亞科,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2019-01-16_中信投顧_中信個股報告-20190116_2408南亞科.pdf,NULL
9938,百和,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/9938/9938_百和_2019-01-16_中信投顧_中信個股報告-20190116_9938百和.pdf,NULL
4190,佐登-KY,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4190/4190_佐登-KY_2019-01-16_元富_佐登-KY(4190)-20190116-速報.pdf,NULL
2377,微星,中信投顧,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2377/2377_微星_2019-01-16_中信投顧_中信個股報告-20190116_2377微星.pdf,NULL
6558,興能高,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/6558/6558_興能高_2019-01-16_元富_6558興能高20190116-報告.pdf,NULL
3234,光環,NULL,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/3234/3234_光環_2019-01-16__3234 TT 20190115.pdf,NULL
8215,明基材,國票,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/8215/8215_明基材_2019-01-16_國票_國票8215明基材01162019.pdf,NULL
4148,全宇生技-KY,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4148/4148_全宇生技-KY_2019-01-16_元富_4148全宇生技-KY20190116-報告.pdf,NULL
2027,大成鋼,康和,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2027/2027_大成鋼_2019-01-16_康和_康和投顧-2027大成鋼-20190116.pdf,NULL
2408,南亞科,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2019-01-16_元富_2408南亞科20190116-報告.pdf,NULL
4735,豪展,元富,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-16_元富_4735豪展20190116-報告.pdf,NULL
4803,VHQ-KY,NULL,2019_01_16,/home/cosbi/桌面/financialData/gmailData/data/4803/4803_VHQ-KY_2019-01-16__4803 TT 20190116.pdf,NULL
9802,鈺齊-KY,國票,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/9802/9802_鈺齊-KY_2019-01-17_國票_國票9802鈺齊-KY01172019.pdf,NULL
8104,錸寶科技,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/8104/8104_錸寶科技_2019-01-17_中信投顧_中信個股報告-20190117_8104錸寶.pdf,NULL
2329,華泰,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/2329/2329_華泰_2019-01-17_中信投顧_中信個股報告-20190117_2329華泰.pdf,NULL
1308,亞聚,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/1308/1308_亞聚_2019-01-17_中信投顧_中信個股報告-20190117_1308亞聚.pdf,NULL
3413,京鼎,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/3413/3413_京鼎_2019-01-17_中信投顧_中信個股報告-20190117_3413京鼎.pdf,NULL
6166,凌華,元富,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/6166/6166_凌華_2019-01-17_元富_凌華(6166)-20190117-速報.pdf,NULL
3189,景碩,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/3189/3189_景碩_2019-01-17_中信投顧_中信個股報告-20190117_3189景碩.pdf,NULL
9910,豐泰,元富,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/9910/9910_豐泰_2019-01-17_元富_豐泰(9910)-20190117-速報.pdf,NULL
4735,豪展,元富,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2019-01-17_元富_4735豪展20190116-報告.pdf,NULL
6166,凌華,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/6166/6166_凌華_2019-01-17_中信投顧_中信個股報告-20190117_6166凌華.pdf,NULL
2301,光寶科,富邦台灣,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/2301/2301_光寶科_2019-01-17_富邦台灣_2301_光寶科_snapshot_c_011619.pdf,NULL
8104,錸寶科技,第一金,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/8104/8104_錸寶科技_2019-01-17_第一金_錸寶(8104)-區間操作.pdf,NULL
1760,寶齡富錦,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/1760/1760_寶齡富錦_2019-01-17_中信投顧_中信個股報告-20190117_1760寶齡.pdf,NULL
4966,譜瑞-KY,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/4966/4966_譜瑞-KY_2019-01-17_中信投顧_中信個股報告-20190117_4966譜瑞-KY.pdf,NULL
4119,旭富,中信投顧,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/4119/4119_旭富_2019-01-17_中信投顧_中信個股報告-20190117_4119旭富.pdf,NULL
5305,敦南,NULL,2019_01_17,/home/cosbi/桌面/financialData/gmailData/data/5305/5305_敦南_2019-01-17__5305 TT 20190117.pdf,NULL
