Number,Name,Investment company,Date,File path,Recommend
8271,宇瞻,第一金,2018_03_08,/home/cosbi/桌面/financialData/gmailData/data/8271/8271_宇瞻_2018-03-08_第一金_宇瞻(8271)-買進.pdf,NULL
2455,全新,元富,2018_03_13,/home/cosbi/桌面/financialData/gmailData/data/2455/2455_全新_2018-03-13_元富_2455全新20180313-報告.pdf,NULL
6449,鈺邦,台新投顧,2018_03_02,/home/cosbi/桌面/financialData/gmailData/data/6449/6449_鈺邦_2018-03-02_台新投顧_台新投顧20180302個股報告-鈺邦(6449)-長期持有.pdf,NULL
1609,大亞,元富,2018_03_30,/home/cosbi/桌面/financialData/gmailData/data/1609/1609_大亞_2018-03-30_元富_1609大亞20180330-報告.pdf,NULL
2208,台船,台新投顧,2018_04_09,/home/cosbi/桌面/financialData/gmailData/data/2208/2208_台船_2018-04-09_台新投顧_台新投顧20180409個股報告-台船(2208)-買進.pdf,NULL
4162,智擎,中信投顧,2018_03_26,/home/cosbi/桌面/financialData/gmailData/data/4162/4162_智擎_2018-03-26_中信投顧_中信個股報告-20180326_4162智擎.pdf,NULL
3691,碩禾,第一金,2018_04_02,/home/cosbi/桌面/financialData/gmailData/data/3691/3691_碩禾_2018-04-02_第一金_碩禾(3691)_中立.pdf,NULL
5388,中磊,中信投顧,2018_03_13,/home/cosbi/桌面/financialData/gmailData/data/5388/5388_中磊_2018-03-13_中信投顧_中信個股報告-20180313_5388中磊.pdf,NULL
2385,群光,富邦台灣,2018_03_20,/home/cosbi/桌面/financialData/gmailData/data/2385/2385_群光_2018-03-20_富邦台灣_2385_群光_snapshot_c_032018.pdf,NULL
3221,台嘉碩,富邦台灣,2018_03_29,/home/cosbi/桌面/financialData/gmailData/data/3221/3221_台嘉碩_2018-03-29_富邦台灣_3221_台嘉碩_snapshot_c_032918.pdf,NULL
6568,宏觀,元富,2018_03_23,/home/cosbi/桌面/financialData/gmailData/data/6568/6568_宏觀_2018-03-23_元富_宏觀(6568)-20180323-速報.pdf,NULL
5388,中磊,元富,2018_03_14,/home/cosbi/桌面/financialData/gmailData/data/5388/5388_中磊_2018-03-14_元富_5388中磊20180314-報告.pdf,NULL
2395,研華,元富,2018_03_08,/home/cosbi/桌面/financialData/gmailData/data/2395/2395_研華_2018-03-08_元富_研華(2395)-20180308-速報.pdf,NULL
2886,兆豐金,台新投顧,2018_04_09,/home/cosbi/桌面/financialData/gmailData/data/2886/2886_兆豐金_2018-04-09_台新投顧_台新投顧20180409新聞評析-兆豐金(2886)-壽險借美元避險 他們大賺換匯財.pdf,NULL
6523,達爾膚,中信投顧,2018_03_20,/home/cosbi/桌面/financialData/gmailData/data/6523/6523_達爾膚_2018-03-20_中信投顧_中信個股報告-20180320_6523達爾膚.pdf,NULL
8081,致新,中信投顧,2018_02_26,/home/cosbi/桌面/financialData/gmailData/data/8081/8081_致新_2018-02-26_中信投顧_中信個股報告-20180226_8081致新.pdf,NULL
3023,信邦,台新投顧,2018_03_13,/home/cosbi/桌面/financialData/gmailData/data/3023/3023_信邦_2018-03-13_台新投顧_台新投顧20180313新聞評析-信邦(3023)-信邦配息4元 創新高.pdf,NULL
5243,乙盛-KY,第一金,2018_03_15,/home/cosbi/桌面/financialData/gmailData/data/5243/5243_乙盛-KY_2018-03-15_第一金_乙盛-KY(5243)-中立.pdf,NULL
3666,光耀,第一金,2018_03_01,/home/cosbi/桌面/financialData/gmailData/data/3666/3666_光耀_2018-03-01_第一金_3666光耀-中立.pdf,NULL
8454,富邦媒,中信投顧,2018_03_07,/home/cosbi/桌面/financialData/gmailData/data/8454/8454_富邦媒_2018-03-07_中信投顧_中信個股報告-20180307_8454富邦媒.pdf,NULL
2605,新興,富邦台灣,2018_02_26,/home/cosbi/桌面/financialData/gmailData/data/2605/2605_新興_2018-02-26_富邦台灣_2605_新興_snapshot_c_022618.pdf,NULL
4438,廣越,富邦台灣,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/4438/4438_廣越_2018-04-12_富邦台灣_4438_廣越_snapshot_c_041218.pdf,NULL
2886,兆豐金,台新投顧,2018_03_06,/home/cosbi/桌面/financialData/gmailData/data/2886/2886_兆豐金_2018-03-06_台新投顧_台新投顧20180306新聞評析-兆豐金(2886)-兆豐銀砸千億 增持美長債.pdf,NULL
3380,明泰,第一金,2018_03_23,/home/cosbi/桌面/financialData/gmailData/data/3380/3380_明泰_2018-03-23_第一金_明泰(3380)-中立.pdf,NULL
3622,洋華,中信投顧,2018_04_09,/home/cosbi/桌面/financialData/gmailData/data/3622/3622_洋華_2018-04-09_中信投顧_中信個股報告-20180409_3622洋華.pdf,NULL
6196,帆宣,元富,2018_03_20,/home/cosbi/桌面/financialData/gmailData/data/6196/6196_帆宣_2018-03-20_元富_帆宣(6196)-20180320-速報.pdf,NULL
3105,穩懋,富邦台灣,2018_03_15,/home/cosbi/桌面/financialData/gmailData/data/3105/3105_穩懋_2018-03-15_富邦台灣_3105_穩懋_snapshot_c_031418.pdf,NULL
1580,新麥,中信投顧,2018_02_27,/home/cosbi/桌面/financialData/gmailData/data/1580/1580_新麥_2018-02-27_中信投顧_中信個股報告-20180227_1580新麥.pdf,NULL
2439,美律,台新投顧,2018_03_01,/home/cosbi/桌面/financialData/gmailData/data/2439/2439_美律_2018-03-01_台新投顧_台新投顧20180301個股報告-美律(2439).pdf,NULL
5255,美桀,第一金,2018_03_22,/home/cosbi/桌面/financialData/gmailData/data/5255/5255_美桀_2018-03-22_第一金_美桀(5255)-中立.pdf,NULL
2884,玉山金,玉山,2018_03_19,/home/cosbi/桌面/financialData/gmailData/data/2884/2884_玉山金_2018-03-19_玉山_台新投顧20180319新聞評析-玉山金(2884)-玉山金將發股息0.61元.pdf,NULL
4551,智伸科,元富,2018_03_28,/home/cosbi/桌面/financialData/gmailData/data/4551/4551_智伸科_2018-03-28_元富_4551智伸科20180328-報告.pdf,NULL
2481,強茂,元富,2018_03_09,/home/cosbi/桌面/financialData/gmailData/data/2481/2481_強茂_2018-03-09_元富_2481強茂20180308-報告.pdf,NULL
6187,萬潤,台新投顧,2018_04_03,/home/cosbi/桌面/financialData/gmailData/data/6187/6187_萬潤_2018-04-03_台新投顧_台新投顧20180403股報告-萬潤(6187)-買進.pdf,NULL
6573,虹揚-KY,第一金,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/6573/6573_虹揚-KY_2018-04-12_第一金_虹揚-KY(6573)-中立.pdf,NULL
4105,東洋,中信投顧,2018_03_16,/home/cosbi/桌面/financialData/gmailData/data/4105/4105_東洋_2018-03-16_中信投顧_中信個股報告-20180316_4105東洋.pdf,NULL
6279,胡連,第一金,2018_03_23,/home/cosbi/桌面/financialData/gmailData/data/6279/6279_胡連_2018-03-23_第一金_胡連(6279)-區間操作.pdf,NULL
4137,麗豐-KY,第一金,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/4137/4137_麗豐-KY_2018-04-12_第一金_麗豐-KY(4137)-買進.pdf,NULL
2327,國巨,台新投顧,2018_03_20,/home/cosbi/桌面/financialData/gmailData/data/2327/2327_國巨_2018-03-20_台新投顧_台新投顧20180320新聞評析-國巨(2327)-國巨軋空行情 啟動.pdf,NULL
2385,群光,第一金,2018_03_19,/home/cosbi/桌面/financialData/gmailData/data/2385/2385_群光_2018-03-19_第一金_群光(2385)-區間操作.pdf,NULL
8016,矽創,台新投顧,2018_03_30,/home/cosbi/桌面/financialData/gmailData/data/8016/8016_矽創_2018-03-30_台新投顧_台新投顧20180330個股報告-矽創(8016)-買進.pdf,NULL
5903,全家,元富,2018_03_09,/home/cosbi/桌面/financialData/gmailData/data/5903/5903_全家_2018-03-09_元富_5903全家20180309-報告.pdf,NULL
6472,保瑞,第一金,2018_03_31,/home/cosbi/桌面/financialData/gmailData/data/6472/6472_保瑞_2018-03-31_第一金_保瑞(6472)-買進.pdf,NULL
8069,元太,台新投顧,2018_04_03,/home/cosbi/桌面/financialData/gmailData/data/8069/8069_元太_2018-04-03_台新投顧_台新投顧20180403個股報告-元太(8069)-長期持有.pdf,NULL
5264,鎧勝-KY,中信投顧,2018_03_06,/home/cosbi/桌面/financialData/gmailData/data/5264/5264_鎧勝-KY_2018-03-06_中信投顧_中信個股報告-20180306_5264鎧勝-KY.pdf,NULL
1536,和大,台新投顧,2018_03_09,/home/cosbi/桌面/financialData/gmailData/data/1536/1536_和大_2018-03-09_台新投顧_台新投顧20180309新聞評析-和大(1536)-和大Q1營收挑戰新高.pdf,NULL
6238,勝麗,富邦台灣,2018_03_12,/home/cosbi/桌面/financialData/gmailData/data/6238/6238_勝麗_2018-03-12_富邦台灣_6238_勝麗_snapshot_c_030918.pdf,NULL
8406,金可-KY,元富,2018_04_11,/home/cosbi/桌面/financialData/gmailData/data/8406/8406_金可-KY_2018-04-11_元富_8406金可-KY20180411-報告.pdf,NULL
2618,長榮航,台新投顧,2018_03_31,/home/cosbi/桌面/financialData/gmailData/data/2618/2618_長榮航_2018-03-31_台新投顧_台新投顧20180331個股報告-長榮航(2618)-買進.pdf,NULL
2421,建準,台新投顧,2018_03_06,/home/cosbi/桌面/financialData/gmailData/data/2421/2421_建準_2018-03-06_台新投顧_台新投顧20180306個股報告-建準(2421).pdf,NULL
6196,帆宣,台新投顧,2018_03_23,/home/cosbi/桌面/financialData/gmailData/data/6196/6196_帆宣_2018-03-23_台新投顧_台新投顧20180323個股報告-帆宣(6196).pdf,NULL
3264,欣銓,富邦台灣,2018_03_12,/home/cosbi/桌面/financialData/gmailData/data/3264/3264_欣銓_2018-03-12_富邦台灣_3264_欣銓_snapshot_031218.pdf,NULL
1216,統一,元富,2018_03_30,/home/cosbi/桌面/financialData/gmailData/data/1216/1216_統一_2018-03-30_元富_統一(1216)-20180330-速報.pdf,NULL
4807,日成-KY,中信投顧,2018_03_19,/home/cosbi/桌面/financialData/gmailData/data/4807/4807_日成-KY_2018-03-19_中信投顧_中信個股報告-20180319_4807日成-KY.pdf,NULL
5306,桂盟,中信投顧,2018_03_26,/home/cosbi/桌面/financialData/gmailData/data/5306/5306_桂盟_2018-03-26_中信投顧_中信個股報告-20180326_5306桂盟.pdf,NULL
4551,智伸科,中信投顧,2018_03_27,/home/cosbi/桌面/financialData/gmailData/data/4551/4551_智伸科_2018-03-27_中信投顧_中信個股報告-20180327_4551智伸科.pdf,NULL
8411,福貞-KY,中信投顧,2018_03_29,/home/cosbi/桌面/financialData/gmailData/data/8411/8411_福貞-KY_2018-03-29_中信投顧_中信個股報告-20180329_8411福貞-KY.pdf,NULL
2636,台驊投控,元富,2018_03_29,/home/cosbi/桌面/financialData/gmailData/data/2636/2636_台驊投控_2018-03-29_元富_2636台驊投控20180329-報告.pdf,NULL
2015,豐興,台新投顧,2018_03_08,/home/cosbi/桌面/financialData/gmailData/data/2015/2015_豐興_2018-03-08_台新投顧_台新投顧20180308新聞評析-豐興(2015)-鋼筋下周每公噸再漲200元.pdf,NULL
2382,廣達,台新投顧,2018_03_27,/home/cosbi/桌面/financialData/gmailData/data/2382/2382_廣達_2018-03-27_台新投顧_台新投顧20180327新聞評析-廣達(2382)-緯廣達股息3.4元 配發率91%.pdf,NULL
4148,全宇生技-KY,元富,2018_04_09,/home/cosbi/桌面/financialData/gmailData/data/4148/4148_全宇生技-KY_2018-04-09_元富_4148全宇生技-KY20180409-報告.pdf,NULL
1264,德麥,元富,2018_02_27,/home/cosbi/桌面/financialData/gmailData/data/1264/1264_德麥_2018-02-27_元富_1264德麥20180227-報告.pdf,NULL
3167,大量,台新投顧,2018_03_15,/home/cosbi/桌面/financialData/gmailData/data/3167/3167_大量_2018-03-15_台新投顧_台新投顧20180315個股報告-大量(3167)-買進.pdf,NULL
2723,美食-KY,中信投顧,2018_03_19,/home/cosbi/桌面/financialData/gmailData/data/2723/2723_美食-KY_2018-03-19_中信投顧_中信個股報告-20180319_2723美食-KY.pdf,NULL
5243,乙盛-KY,中信投顧,2018_03_28,/home/cosbi/桌面/financialData/gmailData/data/5243/5243_乙盛-KY_2018-03-28_中信投顧_中信個股報告-20180328_5243乙盛-KY.pdf,NULL
6146,耕興,中信投顧,2018_03_21,/home/cosbi/桌面/financialData/gmailData/data/6146/6146_耕興_2018-03-21_中信投顧_中信個股報告-20180321_6146耕興.pdf,NULL
3450,聯鈞,元富,2018_04_11,/home/cosbi/桌面/financialData/gmailData/data/3450/3450_聯鈞_2018-04-11_元富_聯鈞(3450)-20180411-速報.pdf,NULL
2014,中鴻,台新投顧,2018_02_27,/home/cosbi/桌面/financialData/gmailData/data/2014/2014_中鴻_2018-02-27_台新投顧_台新投顧20180227新聞評析-中鴻(2014)-中鴻3月內外銷盤價 全面調漲.pdf,NULL
1455,集盛,元富,2018_03_29,/home/cosbi/桌面/financialData/gmailData/data/1455/1455_集盛_2018-03-29_元富_集盛(1455)-20180329-速報.pdf,NULL
1568,倉佑,中信投顧,2018_03_30,/home/cosbi/桌面/financialData/gmailData/data/1568/1568_倉佑_2018-03-30_中信投顧_中信個股報告-20180330_1568倉佑.pdf,NULL
3661,世芯-KY,中信投顧,2018_03_14,/home/cosbi/桌面/financialData/gmailData/data/3661/3661_世芯-KY_2018-03-14_中信投顧_中信個股報告-20180314_3661世芯-KY.pdf,NULL
4137,麗豐-KY,中信投顧,2018_03_27,/home/cosbi/桌面/financialData/gmailData/data/4137/4137_麗豐-KY_2018-03-27_中信投顧_中信個股報告-20180327_4137麗豐-KY.pdf,NULL
5015,華祺,國票,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/5015/5015_華祺_2018-04-13_國票_5015華祺04132018.pdf,NULL
2903,遠百,台新投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/2903/2903_遠百_2018-04-13_台新投顧_台新投顧20180413新聞評析-遠百(2903)-遠百攻母親節檔 營運補.pdf,NULL
1560,中砂,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/1560/1560_中砂_2018-04-13_元富_1560中砂20180412-報告.pdf,NULL
6488,環球晶,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/6488/6488_環球晶_2018-04-13_中信投顧_中信個股報告-20180413_6488環球晶.pdf,NULL
3450,聯鈞,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3450/3450_聯鈞_2018-04-13_元富_3450聯鈞20180412-報告.pdf,NULL
8446,華研,統一投顧,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/8446/8446_華研_2018-04-12_統一投顧_統一投顧-王寧毅-【投資速報】華研 (8446.TT，買進) 音樂授權收入挹注集團營運.pdf,NULL
4438,廣越,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/4438/4438_廣越_2018-04-13_元富_廣越(4438)-20180412-速報.pdf,NULL
5483,中美晶,台新投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/5483/5483_中美晶_2018-04-13_台新投顧_台新投顧20180413個股報告-中美晶(5483).pdf,NULL
2481,強茂,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/2481/2481_強茂_2018-04-13_元富_2481強茂20180412-報告.pdf,NULL
2892,第一金,台新投顧,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/2892/2892_第一金_2018-04-16_台新投顧_台新投顧20180416新聞評析-第一金(2892)-一銀放款中小企 受肯定.pdf,NULL
3008,大立光,國票,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_國票_3008大立光04132018.pdf,NULL
6456,GIS-KY,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/6456/6456_GIS-KY_2018-04-13_中信投顧_中信個股報告-20180413_6456GIS-KY.pdf,NULL
3484,崧騰,統一投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3484/3484_崧騰_2018-04-13_統一投顧_統一投顧-吳大任-【投資速報】崧騰 (3484.TT，中立) 1Q18財報難有驚喜，18年受原物料侵蝕獲利程度大.pdf,NULL
6176,瑞儀,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/6176/6176_瑞儀_2018-04-13_元富_6176瑞儀20180413-報告.pdf,NULL
2327,國巨,國票,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/2327/2327_國巨_2018-04-16_國票_2327國巨04162018.pdf,NULL
3479,安勤,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3479/3479_安勤_2018-04-13_中信投顧_中信個股報告-20180413_3479安勤.pdf,NULL
4438,廣越,統一投顧,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/4438/4438_廣越_2018-04-12_統一投顧_統一投顧-蔡爵丞-【投資速報】廣越 (4438.TT，買進) 品牌廠VF訂單回升，併購效益顯現，營運谷底翻揚.pdf,NULL
3008,大立光,統一投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_統一投顧_統一投顧-陳佑任-【投資速報】大立光 (3008.TT，中立) 1Q18財報不如預期，2018年營運成長恐僅持平.pdf,NULL
2327,國巨,台新投顧,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/2327/2327_國巨_2018-04-16_台新投顧_台新投顧20180416個股報告-國巨(2327)-買進.pdf,NULL
3008,大立光,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_中信投顧_中信個股報告-20180413_3008大立光.pdf,NULL
1560,中砂,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/1560/1560_中砂_2018-04-13_元富_中砂(1560)-20180412-速報.pdf,NULL
4735,豪展,富邦台灣,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/4735/4735_豪展_2018-04-13_富邦台灣_4735_豪展_snapshot_c_041318.pdf,NULL
3450,聯鈞,台新投顧,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/3450/3450_聯鈞_2018-04-16_台新投顧_台新投顧20180416個股報告-聯鈞(3450)-買進.pdf,NULL
1702,南僑,台新投顧,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/1702/1702_南僑_2018-04-16_台新投顧_台新投顧20180416個股報告-南僑(1702).pdf,NULL
1413,宏洲,第一金,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/1413/1413_宏洲_2018-04-13_第一金_宏洲(1413)-中立.pdf,NULL
1476,儒鴻,統一投顧,2018_04_12,/home/cosbi/桌面/financialData/gmailData/data/1476/1476_儒鴻_2018-04-12_統一投顧_統一投顧-蔡爵丞-【投資速報】儒鴻 (1476.TT，買進) 垂直整合效益顯現，營收勁揚，2018年營運爆發.pdf,NULL
3008,大立光,台新投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_台新投顧_台新投顧20180413個股報告-大立光(3008).pdf,NULL
1521,大億,第一金,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/1521/1521_大億_2018-04-13_第一金_大億(1521)-買進.pdf,NULL
3558,神準,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3558/3558_神準_2018-04-13_中信投顧_中信個股報告-20180413_3558神準.pdf,NULL
5483,中美晶,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/5483/5483_中美晶_2018-04-13_元富_中美晶(5483)-20180413-速報.pdf,NULL
2313,華通,國票,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/2313/2313_華通_2018-04-16_國票_2313華通04162018.pdf,NULL
5483,中美晶,統一投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/5483/5483_中美晶_2018-04-13_統一投顧_統一投顧-林璝志-【投資速報】中美晶 (5483.TT，買進) 母以子貴，半導體矽晶圓帶動獲利創高.pdf,NULL
3008,大立光,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_元富_3008大立光20180413-報告.pdf,NULL
6488,環球晶,統一投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/6488/6488_環球晶_2018-04-13_統一投顧_統一投顧-鄭高輯-【投資速報】環球晶(6488.TT，買進) 今明年受惠漲價，2020年高單價複合材料持續推升獲利.pdf,NULL
4549,桓達,富邦台灣,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/4549/4549_桓達_2018-04-16_富邦台灣_4549_桓達_snapshot_c_041618.pdf,NULL
4438,廣越,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/4438/4438_廣越_2018-04-13_元富_4438廣越20180413-報告.pdf,NULL
3090,日電貿,統一投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3090/3090_日電貿_2018-04-13_統一投顧_統一投顧-蔡濰年-【投資速報】日電貿 (3090.TT，買進) 1Q營收大幅優於預期，上修全年獲利預估.pdf,NULL
2448,晶電,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/2448/2448_晶電_2018-04-13_元富_2448晶電20180412-報告.pdf,NULL
5289,宜鼎,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/5289/5289_宜鼎_2018-04-13_元富_5289宜鼎20180412-報告.pdf,NULL
3016,嘉晶,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3016/3016_嘉晶_2018-04-13_元富_嘉晶(3016)-20180412-速報.pdf,NULL
4438,廣越,第一金,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/4438/4438_廣越_2018-04-13_第一金_廣越(4438)-買進.pdf,NULL
3008,大立光,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3008/3008_大立光_2018-04-13_元富_大立光(3008)-20180413-速報.pdf,NULL
3479,安勤,國票,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3479/3479_安勤_2018-04-13_國票_3479安勤04132018.pdf,NULL
2239,英利-KY,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/2239/2239_英利-KY_2018-04-13_中信投顧_中信個股報告-20180413_2239英利-KY.pdf,NULL
2313,華通,元富,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/2313/2313_華通_2018-04-13_元富_華通(2313)-20180412-速報.pdf,NULL
3042,晶技,中信投顧,2018_04_13,/home/cosbi/桌面/financialData/gmailData/data/3042/3042_晶技_2018-04-13_中信投顧_中信個股報告-20180413_3042晶技.pdf,NULL
4736,泰博,中信投顧,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/4736/4736_泰博_2018-04-17_中信投顧_中信個股報告-20180417_4736泰博.pdf,NULL
8279,生展,中信投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/8279/8279_生展_2018-04-18_中信投顧_中信個股報告-20180418_8279生展.pdf,NULL
2889,國票金,國票,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/2889/2889_國票金_2018-04-17_國票_中信個股報告-20180417_2889國票金.pdf,NULL
2105,正新,國票,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/2105/2105_正新_2018-04-19_國票_2105正新04192018.pdf,NULL
3090,日電貿,台新投顧,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/3090/3090_日電貿_2018-04-19_台新投顧_台新投顧20180419個股報告-日電貿(3090)-長期持有.pdf,NULL
2367,燿華,統一投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/2367/2367_燿華_2018-04-18_統一投顧_統一投顧-廖婉婷-【投資速報】燿華 (2367.TT，買進) 軟硬結合板接單滿滿，2018年獲利大躍進.pdf,NULL
3563,牧德,元富,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/3563/3563_牧德_2018-04-18_元富_牧德(3563)-20180418-速報.pdf,NULL
6279,胡連,元富,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/6279/6279_胡連_2018-04-19_元富_6279胡連20180419-報告.pdf,NULL
6279,胡連,中信投顧,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/6279/6279_胡連_2018-04-17_中信投顧_中信個股報告-20180417_6279胡連.pdf,NULL
5483,中美晶,元富,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/5483/5483_中美晶_2018-04-16_元富_5483中美晶20180416-報告.pdf,NULL
6414,樺漢,國票,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/6414/6414_樺漢_2018-04-18_國票_6414樺漢04182018.pdf,NULL
9938,百和,元富,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/9938/9938_百和_2018-04-16_元富_百和(9938)-20180416-速報.pdf,NULL
2883,開發金,元富,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/2883/2883_開發金_2018-04-19_元富_開發金(2883)-20180419-速報.pdf,NULL
6414,樺漢,統一投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/6414/6414_樺漢_2018-04-18_統一投顧_統一投顧-王寧毅-【投資速報】樺漢 (6414.TT，買進) 產業垂直整合有利集團獲利提升.pdf,NULL
2105,正新,元富,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/2105/2105_正新_2018-04-19_元富_正新(2105)-20180419-速報.pdf,NULL
2408,南亞科,中信投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2018-04-18_中信投顧_中信個股報告-20180418_2408南亞科.pdf,NULL
6146,耕興,元富,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/6146/6146_耕興_2018-04-18_元富_6146耕興20180418-報告.pdf,NULL
2313,華通,元富,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/2313/2313_華通_2018-04-16_元富_2313華通20180416-報告.pdf,NULL
6496,科懋,元富,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/6496/6496_科懋_2018-04-17_元富_6496科懋20180417-報告.pdf,NULL
6414,樺漢,中信投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/6414/6414_樺漢_2018-04-18_中信投顧_中信個股報告-20180418_6414樺漢.pdf,NULL
6220,岳豐,統一投顧,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/6220/6220_岳豐_2018-04-17_統一投顧_統一投顧-吳大任-【投資速報】岳豐 (6220.TT，中立) 電商市場競爭加劇，且銅價上漲侵蝕獲利.pdf,NULL
2408,南亞科,統一投顧,2018_04_18,/home/cosbi/桌面/financialData/gmailData/data/2408/2408_南亞科_2018-04-18_統一投顧_統一投顧-鄭高輯-【投資速報】南亞科(2408.TT，買進) 20nm量產速度超前，上修全年獲利.pdf,NULL
6279,胡連,元富,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/6279/6279_胡連_2018-04-17_元富_胡連(6279)-20180417-速報.pdf,NULL
3708,上緯,台新投顧,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/3708/3708_上緯_2018-04-17_台新投顧_台新投顧20180417個股報告-上緯(3708)-買進.pdf,NULL
1402,遠東新,國票,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/1402/1402_遠東新_2018-04-19_國票_1402遠東新04192018.pdf,NULL
3546,宇峻,統一投顧,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/3546/3546_宇峻_2018-04-17_統一投顧_統一投顧-葉修劼 -【投資速報】宇峻 (3546.TT，買進) 第一季獲利動能強勁，《幻想三國誌》單機版即將上市.pdf,NULL
6146,耕興,元富,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/6146/6146_耕興_2018-04-19_元富_6146耕興20180418-報告.pdf,NULL
3189,景碩,元富,2018_04_19,/home/cosbi/桌面/financialData/gmailData/data/3189/3189_景碩_2018-04-19_元富_3189景碩20180418-報告.pdf,NULL
2480,敦陽科,第一金,2018_04_17,/home/cosbi/桌面/financialData/gmailData/data/2480/2480_敦陽科_2018-04-17_第一金_敦陽科(2480)-區間操作.pdf,NULL
6238,勝麗,第一金,2018_04_16,/home/cosbi/桌面/financialData/gmailData/data/6238/6238_勝麗_2018-04-16_第一金_勝麗(6238)-買進.pdf,NULL
