stockNum,stockName,date,filePath,inputTime,username
6288,聯嘉光電,2018-07-28,6288_聯嘉光電_2018-07-28.txt,下午7:43:09,c21221203
2382,廣達,2018-07-28,2382_廣達_2018-07-28.txt,下午7:43:21,c21221203
4528,江興鍛,2018-07-28,4528_江興鍛_2018-07-28.txt,下午7:43:33,c21221203
2010,春源,2018-07-28,2010_春源_2018-07-28.txt,下午7:43:53,c21221203
5536,聖暉,2018-07-28,5536_聖暉_2018-07-28.txt,下午7:44:08,c21221203
8942,森鉅,2018-07-28,8942_森鉅_2018-07-28.txt,下午7:44:22,c21221203
1210,大成,2018-07-28,1210_大成_2018-07-28.txt,下午7:45:06,c21221203
8044,網家,2018-07-28,8044_網家_2018-07-28.txt,下午7:45:17,c21221203
6230,超眾,2018-07-28,6230_超眾_2018-07-28.txt,下午7:46:41,c21221203
4549,桓達,2018-07-28,4549_桓達_2018-07-28.txt,下午7:47:38,c21221203
2408,南亞科,2018-07-28,2408_南亞科_2018-07-28.txt,下午7:47:54,c21221203
3089,遠昇,2018-07-28,3089_遠昇_2018-07-28.txt,下午7:48:40,c21221203
2327,國巨,2018-07-28,2327_國巨_2018-07-28.txt,下午7:50:31,c21221203
2939,凱羿-KY,2018-07-28,2939_凱羿-KY_2018-07-28.txt,下午7:50:51,c21221203
2368,金像電,2018-07-28,2368_金像電_2018-07-28.txt,下午7:51:08,c21221203
3041,揚智,2018-07-28,3041_揚智_2018-07-28.txt,下午7:52:36,c21221203
4540,全球傳動,2018-07-28,4540_全球傳動_2018-07-28.txt,下午7:52:52,c21221203
3008,大立光,2018-07-28,3008_大立光_2018-07-28.txt,下午7:54:03,c21221203
6230,超眾,2018-07-28,6230_超眾_2018-07-28.txt,下午7:54:20,c21221203
8341,日友,2018-07-28,8341_日友_2018-07-28.txt,下午7:54:37,c21221203
2729,瓦城,2018-07-28,2729_瓦城_2018-07-28.txt,下午7:54:52,c21221203
4438,廣越,2018-07-28,4438_廣越_2018-07-28.txt,下午7:55:05,c21221203
6141,柏承,2018-07-28,6141_柏承_2018-07-28.txt,下午7:56:07,c21221203
2313,華通,2018-10-08,2313_華通_2018-10-08.txt,下午1:27:10,popowing
2439,美律,2018-10-08,2439_美律_2018-10-08.txt,下午1:28:04,popowing
9958,世紀鋼,2018-10-08,9958_世紀鋼_2018-10-08.txt,下午1:28:17,popowing
