ID,stockNum,stockName,date,investmentCompany,filename,recommend
2393,4971,IET-KY,2018_08_10,統一投顧,4971_IET-KY_2018-08-10_統一投顧_統一投顧-陳佑任-【投資速報】IET-KY (4971.TT，中立) 客戶庫存調整影響，今年營運黯淡.pdf,NULL
2394,4971,IET-KY,2018_08_10,中信投顧,4971_IET-KY_2018-08-10_中信投顧_中信個股報告-20180810_4971IET-KY.pdf,NULL
2395,2395,研華,2018_08_10,統一投顧,2395_研華_2018-08-10_統一投顧_統一投顧-王寧毅-【投資速報】研華 (2395.TT，中立) 大中華成長持平，2H18集團成長動能放緩.pdf,NULL
2396,3227,原相,2018_08_10,中信投顧,3227_原相_2018-08-10_中信投顧_中信個股報告-20180810_3227原相.pdf,NULL
2397,4938,和碩,2018_08_10,元富,4938_和碩_2018-08-10_元富_和碩(4938)-20180810-速報.pdf,NULL
2398,2912,統一超,2018_08_10,富邦台灣,2912_統一超_2018-08-10_富邦台灣_2912_統一超_snapshot_c_080718.pdf,NULL
2399,4438,廣越,2018_08_10,元富,4438_廣越_2018-08-10_元富_廣越(4438)-20180810-速報.pdf,NULL
2400,6121,新普,2018_08_12,元大,6121_新普_2018-08-12_元大_Simplo_6121_TT_-_Yuanta_CVN180813-C-YCMC.pdf,NULL
2401,2377,微星,2018_08_12,元大,2377_微星_2018-08-12_元大_MSI_2377_TT_-_Yuanta_CVN180813-C-YCMC.pdf,NULL
2402,6488,環球晶,2018_08_12,元大,6488_環球晶_2018-08-12_元大_GlobaWafers_6488_TT_Yuanta_CVN20180813-C-YCMC.pdf,NULL
2403,3227,原相,2018_08_13,元富,3227_原相_2018-08-13_元富_3227原相20180813-報告.pdf,NULL
2404,3661,世芯-KY,2018_08_13,元富,3661_世芯-KY_2018-08-13_元富_世芯-KY(3661)-20180813-速報.pdf,NULL
2405,8411,福貞-KY,2018_08_13,中信投顧,8411_福貞-KY_2018-08-13_中信投顧_中信個股報告-20180813_8411福貞-KY.pdf,NULL
2406,6274,台燿,2018_08_13,統一投顧,6274_台燿_2018-08-13_統一投顧_統一投顧-廖婉婷-【投資速報】台燿 (6274.TT，買進) 高頻高速產品拉升速度超乎預期，5G趨勢下營運正向領先在前.pdf,NULL
2407,4745,合富-KY,2018_08_13,元富,4745_合富-KY_2018-08-13_元富_合富-KY(4745)-20180813-速報.pdf,NULL
2408,4947,昂寶-KY,2018_08_13,元富,4947_昂寶-KY_2018-08-13_元富_4947昂寶-KY20180813-報告.pdf,NULL
2409,6488,環球晶,2018_08_13,國票,6488_環球晶_2018-08-13_國票_6488環球晶08132018.pdf,NULL
2410,1101,台泥,2018_08_13,統一投顧,1101_台泥_2018-08-13_統一投顧_統一投顧-張榮森-【投資速報】台泥 (1101.TT，強力買進) 2Q18財報優於預期，屆臨傳統旺季，展望持續樂觀.pdf,NULL
2411,2017,官田鋼,2018_08_13,中信投顧,2017_官田鋼_2018-08-13_中信投顧_2017年上市櫃現金殖利率&扣抵率一覽表(最新)-20180813.xlsx,NULL
2412,3037,欣興,2018_08_13,元富,3037_欣興_2018-08-13_元富_欣興(3037)-20180813-速報.pdf,NULL
2413,2880,華南金,2018_08_13,中信投顧,2880_華南金_2018-08-13_中信投顧_中信個股報告-20180813_2880華南金.pdf,NULL
2414,1723,中碳,2018_08_13,NULL,1723_中碳_2018-08-13__1723 TT 20180813.pdf,NULL
2415,6271,同欣電,2018_08_13,元富,6271_同欣電_2018-08-13_元富_同欣電(6271)-20180813-速報.pdf,NULL
2416,8081,致新,2018_08_13,群益,8081_致新_2018-08-13_群益_群益晨訊20180813.pdf,NULL
2417,3374,精材,2018_08_13,第一金,3374_精材_2018-08-13_第一金_精材(3374)-中立.pdf,NULL
2418,2357,華碩,2018_08_13,中信投顧,2357_華碩_2018-08-13_中信投顧_中信個股報告-20180813_2357華碩.pdf,NULL
2419,9941,裕融,2018_08_13,台新投顧,9941_裕融_2018-08-13_台新投顧_台新投顧20180813新聞評析-裕融(9941)-裕融獲利受匯損與P2P平台管制而承壓.pdf,NULL
2420,5243,乙盛-KY,2018_08_13,元富,5243_乙盛-KY_2018-08-13_元富_乙盛-KY(5243)-20180813-速報.pdf,NULL
2421,3665,貿聯-KY,2018_08_13,元大,3665_貿聯-KY_2018-08-13_元大_BizLink_3665_TT_-_Yuanta_CVN180812-C-YCMC.pdf,NULL
2422,8081,致新,2018_08_13,台新投顧,8081_致新_2018-08-13_台新投顧_台新投顧20180813個股報告-致新(8081)-買進.pdf,NULL
2423,1101,台泥,2018_08_13,NULL,1101_台泥_2018-08-13__1101台泥20180813 - 2Q財報較市場預期 + 39%，激勵短線股價；區間操作.pdf,NULL
2424,6488,環球晶,2018_08_13,統一投顧,6488_環球晶_2018-08-13_統一投顧_統一投顧-鄭高輯-【投資速報】環球晶 (6488.TT，買進) 長約降低漲價期待度，但2H18~2020年合約價格逐年提升.pdf,NULL
2425,4532,瑞智,2018_08_13,元富,4532_瑞智_2018-08-13_元富_4532瑞智20180813-報告.pdf,NULL
2426,2634,漢翔,2018_08_13,NULL,2634_漢翔_2018-08-13__2634漢翔20180813 - LEAP缺料解決； 鳳展交機加速； PE偏低； 買進.pdf,NULL
2427,2020,美亞,2018_08_13,統一投顧,2020_美亞_2018-08-13_統一投顧_統一投顧-鄭高輯-【投資速報】環球晶 (6488.TT，買進) 長約降低漲價期待度，但2H18~2020年合約價格逐年提升.pdf,NULL
2428,2732,六角,2018_08_13,中信投顧,2732_六角_2018-08-13_中信投顧_中信個股報告-20180813_2732六角.pdf,NULL
2429,3036,文曄,2018_08_13,元富,3036_文曄_2018-08-13_元富_3036文曄20180813-報告.pdf,NULL
2430,4745,合富-KY,2018_08_13,中信投顧,4745_合富-KY_2018-08-13_中信投顧_中信個股報告-20180813_4745合富-KY.pdf,NULL
2431,4803,VHQ-KY,2018_08_13,元富,4803_VHQ-KY_2018-08-13_元富_VHQ-KY(4803)-20180813-速報.pdf,NULL
2432,3037,欣興,2018_08_13,國票,3037_欣興_2018-08-13_國票_3037欣興08132018.pdf,NULL
2433,1527,鑽全,2018_08_13,元大,1527_鑽全_2018-08-13_元大_Basso_1527_TT_-_Yuanta_CVN180810-C-YCMC.pdf,NULL
2434,6488,環球晶,2018_08_13,元富,6488_環球晶_2018-08-13_元富_環球晶(6488)-20180813-速報.pdf,NULL
2435,6271,同欣電,2018_08_13,中信投顧,6271_同欣電_2018-08-13_中信投顧_中信個股報告-20180813_6271同欣電.pdf,NULL
2436,5388,中磊,2018_08_13,元富,5388_中磊_2018-08-13_元富_5388中磊20180813-報告.pdf,NULL
2437,4735,豪展,2018_08_13,NULL,4735_豪展_2018-08-13__4735豪展-0816法說會邀請函.doc,NULL
2438,6271,同欣電,2018_08_13,統一投顧,6271_同欣電_2018-08-13_統一投顧_統一投顧-林璝志-【投資速報】同欣電 (6271.TT，中立) 2Q18財報不如預期，再次下修全年獲利.pdf,NULL
2439,6271,同欣電,2018_08_13,第一金,6271_同欣電_2018-08-13_第一金_同欣電(6271)-區間操作.pdf,NULL
2440,8411,福貞-KY,2018_08_13,第一金,8411_福貞-KY_2018-08-13_第一金_福貞-KY(8411)-中立.pdf,NULL
2441,3698,隆達,2018_08_13,第一金,3698_隆達_2018-08-13_第一金_隆達(3698)-中立.pdf,NULL
2442,5903,全家,2018_08_14,台新投顧,5903_全家_2018-08-14_台新投顧_台新投顧20180814新聞評析-全家(5903)-全家Q2獲利 同期新高.pdf,NULL
2443,2618,長榮航,2018_08_14,台新投顧,2618_長榮航_2018-08-14_台新投顧_台新投顧20180814新聞評析-長榮航(2618)-長榮航高飛 獲利跳增三倍.pdf,NULL
2444,1229,聯華,2018_08_14,國票,1229_聯華_2018-08-14_國票_1229聯華08142018.pdf,NULL
2445,6271,同欣電,2018_08_14,台新投顧,6271_同欣電_2018-08-14_台新投顧_台新投顧20180814個股報告-同欣電(6271)-中立.pdf,NULL
2446,2458,義隆,2018_08_14,台新投顧,2458_義隆_2018-08-14_台新投顧_台新投顧20180814個股報告-義隆電(2458)-買進.pdf,NULL
2447,3041,揚智,2018_08_14,國票,3041_揚智_2018-08-14_國票_3041揚智08142018.pdf,NULL
2448,2027,大成鋼,2018_08_14,台新投顧,2027_大成鋼_2018-08-14_台新投顧_台新投顧20180814新聞評析-大成鋼(2027)-美出貨喊燒 大成鋼H1每股賺3.24元.pdf,NULL
2449,4952,凌通,2018_08_14,元富,4952_凌通_2018-08-14_元富_凌通(4952)-20180814-速報.pdf,NULL
2450,4736,泰博,2018_08_14,NULL,4736_泰博_2018-08-14__4736 TT 20180813.pdf,NULL
2451,2301,光寶科,2018_08_14,元富,2301_光寶科_2018-08-14_元富_光寶科(2301)-20180814-速報.pdf,NULL
2452,1312,國喬,2018_08_14,元大,1312_國喬_2018-08-14_元大_GPPC_1312_TT_-_Yuanta_CVN180813-C-YCMC.pdf,NULL
2453,2723,美食-KY,2018_08_14,元大,2723_美食-KY_2018-08-14_元大_Gourmet_Master_2723_TT_-_Yuanta_CVN180813-C-YCMC.pdf,NULL
2454,5871,中租-KY,2018_08_14,第一金,5871_中租-KY_2018-08-14_第一金_中租-KY(5871)_買進.pdf,NULL
2455,4532,瑞智,2018_08_14,NULL,4532_瑞智_2018-08-14__4532 TT 20180814.pdf,NULL
2456,3036,文曄,2018_08_14,NULL,3036_文曄_2018-08-14__3036 TT 20180814.pdf,NULL
2457,4938,和碩,2018_08_14,元富,4938_和碩_2018-08-14_元富_4938和碩20180814-報告.pdf,NULL
2458,6271,同欣電,2018_08_14,元富,6271_同欣電_2018-08-14_元富_6271同欣電20180814-報告.pdf,NULL
2459,9939,宏全,2018_08_14,元富,9939_宏全_2018-08-14_元富_9939宏全20180814-報告.pdf,NULL
2460,2301,光寶科,2018_08_14,第一金,2301_光寶科_2018-08-14_第一金_光寶科(2301)-區間操作.pdf,NULL
2461,4438,廣越,2018_08_14,元富,4438_廣越_2018-08-14_元富_4438廣越20180814-報告.pdf,NULL
2462,3227,原相,2018_08_14,NULL,3227_原相_2018-08-14__3227 TT 20180814.pdf,NULL
2463,2890,永豐金,2018_08_14,統一投顧,2890_永豐金_2018-08-14_統一投顧_統一投顧-陳晏平 -【投資速報】永豐金 (2890.TT，中立) 獲利穩健成長，惟股價淨值比已屬合理.pdf,NULL
2464,2376,技嘉,2018_08_14,元大,2376_技嘉_2018-08-14_元大_Gigabyte_2376_TT_-_Yuanta_CVN180814_-C-YCMC.pdf,NULL
2465,2301,光寶科,2018_08_14,統一投顧,2301_光寶科_2018-08-14_統一投顧_統一投顧-林璝志-【投資速報】光寶科 (2301.TT，買進) 3Q18起擺脫包袱，營運可望逐季回升.pdf,NULL
2466,1305,華夏,2018_08_14,統一投顧,1305_華夏_2018-08-14_統一投顧_統一投顧-蔡爵丞-【投資速報】華夏 (1305.TT，買進) 2Q18獲利令人驚豔，印度PVC買盤回籠，營運續強.pdf,NULL
2467,4947,昂寶-KY,2018_08_14,NULL,4947_昂寶-KY_2018-08-14__4947 TT 20180814.pdf,NULL
2468,1264,德麥,2018_08_14,元大,1264_德麥_2018-08-14_元大_Tehmag_1264_TT_-_Yuanta_CVN180813-C-YCMC.pdf,NULL
2469,6271,同欣電,2018_08_15,元富,6271_同欣電_2018-08-15_元富_6271同欣電20180814-報告.pdf,NULL
2470,6488,環球晶,2018_08_15,元富,6488_環球晶_2018-08-15_元富_6488環球晶20180814-報告.pdf,NULL
2471,4938,和碩,2018_08_15,元富,4938_和碩_2018-08-15_元富_4938和碩20180814-報告.pdf,NULL
2472,9939,宏全,2018_08_15,元富,9939_宏全_2018-08-15_元富_9939宏全20180814-報告.pdf,NULL
2473,6581,鋼聯,2018_08_15,元富,6581_鋼聯_2018-08-15_元富_6581鋼聯20180814-報告.pdf,NULL
2474,4438,廣越,2018_08_15,元富,4438_廣越_2018-08-15_元富_4438廣越20180814-報告.pdf,NULL
2475,5706,鳳凰,2018_08_15,NULL,5706_鳳凰_2018-08-15__5706鳳凰20180815 - 旺季不旺，估3Q獲利YoY - 39%； 4Q受選舉衝擊 ；中立.pdf,NULL
2476,1760,寶齡富錦,2018_08_15,中信投顧,1760_寶齡富錦_2018-08-15_中信投顧_中信個股報告-20180815_1760寶齡.pdf,NULL
2477,2464,盟立,2018_08_15,中信投顧,2464_盟立_2018-08-15_中信投顧_中信個股報告-20180815_2464盟立.pdf,NULL
2478,4551,智伸科,2018_08_15,中信投顧,4551_智伸科_2018-08-15_中信投顧_中信個股報告-20180815_4551智伸科.pdf,NULL
2479,9911,櫻花,2018_08_15,中信投顧,9911_櫻花_2018-08-15_中信投顧_中信個股報告-20180815_9911櫻花.pdf,NULL
2480,3645,達邁,2018_08_15,台新投顧,3645_達邁_2018-08-15_台新投顧_台新投顧20180815個股報告-達邁(3645)-買進.pdf,NULL
2481,4735,豪展,2018_08_15,NULL,4735_豪展_2018-08-15__4735豪展-0816法說會邀請函.doc,NULL
2482,8341,日友,2018_08_15,元富,8341_日友_2018-08-15_元富_日友(8341)-20180815-速報.pdf,NULL
2483,4551,智伸科,2018_08_15,元富,4551_智伸科_2018-08-15_元富_智伸科(4551)-20180815-速報.pdf,NULL
2484,6275,元山,2018_08_15,元富,6275_元山_2018-08-15_元富_元山(6275)-20180815-速報.pdf,NULL
2485,2464,盟立,2018_08_15,元富,2464_盟立_2018-08-15_元富_盟立(2464)-20180815-速報.pdf,NULL
2486,8464,億豐,2018_08_15,元富,8464_億豐_2018-08-15_元富_億豐(8464)-20180815-速報.pdf,NULL
2487,3645,達邁,2018_08_15,元富,3645_達邁_2018-08-15_元富_達邁(3645)-20180815-速報.pdf,NULL
2488,1907,永豐餘,2018_08_15,永豐,1907_永豐餘_2018-08-15_永豐_永豐餘(1907)-20180815-速報.pdf,NULL
2489,3450,聯鈞,2018_08_15,第一金,3450_聯鈞_2018-08-15_第一金_聯鈞(3450)-中立.pdf,NULL
2490,3450,聯鈞,2018_08_15,元富,3450_聯鈞_2018-08-15_元富_聯鈞(3450)-20180815-速報.pdf,NULL
2491,1905,華紙,2018_08_15,元富,1905_華紙_2018-08-15_元富_華紙(1905)-20180815-速報.pdf,NULL
2492,4551,智伸科,2018_08_15,第一金,4551_智伸科_2018-08-15_第一金_智伸科(4551)-中立.pdf,NULL
2493,3645,達邁,2018_08_15,第一金,3645_達邁_2018-08-15_第一金_達邁科技(3645)-中立.pdf,NULL
2494,2349,錸德,2018_08_15,國票,2349_錸德_2018-08-15_國票_2349錸德08152018.pdf,NULL
2495,4551,智伸科,2018_08_15,統一投顧,4551_智伸科_2018-08-15_統一投顧_統一投顧-張均壕-【投資速報】智伸科 (4551.TT，中立) 毛利率增長受限，獲利大幅下修.pdf,NULL
2496,1102,亞泥,2018_08_15,統一投顧,1102_亞泥_2018-08-15_統一投顧_統一投顧-張榮森-【投資速報】亞泥 (1102.TT，買進) 2Q18財報優於預期，水泥獲利持續上修.pdf,NULL
2497,2636,台驊投控,2018_08_15,統一投顧,2636_台驊投控_2018-08-15_統一投顧_統一投顧-張榮森-【投資速報】台驊投控 (2636.TT，買進) 下半年進入營運旺季，獲利將創歷史新高.pdf,NULL
2498,3374,精材,2018_08_15,元富,3374_精材_2018-08-15_元富_3374精材20180815-報告.pdf,NULL
2499,2464,盟立,2018_08_15,元富,2464_盟立_2018-08-15_元富_2464盟立20180815-報告.pdf,NULL
2500,6414,樺漢,2018_08_15,元富,6414_樺漢_2018-08-15_元富_6414樺漢20180815-報告.pdf,NULL
2501,4129,聯合,2018_08_15,元富,4129_聯合_2018-08-15_元富_4129聯合20180815-報告.pdf,NULL
2502,3450,聯鈞,2018_08_15,統一投顧,3450_聯鈞_2018-08-15_統一投顧_統一投顧-葉修劼-【投資速報】聯鈞 (3450.TT，中立) 第二季本業獲利低於預期，第三季展望平淡.pdf,NULL
2503,6415,矽力-KY,2018_08_15,元大,6415_矽力-KY_2018-08-15_元大_Silergy_6415_TT_-_Yuanta_CVN180815-C-YCMC.pdf,NULL
2504,4540,全球傳動,2018_08_15,第一金,4540_全球傳動_2018-08-15_第一金_全球傳動(4540)-買進.pdf,NULL
2505,2356,英業達,2018_08_15,統一投顧,2356_英業達_2018-08-15_統一投顧_統一投顧-吳大任-【投資速報】英業達(2356.TT，買進) 2Q18本業業外皆美，上修18年獲利預估.pdf,NULL
2506,6414,樺漢,2018_08_15,統一投顧,6414_樺漢_2018-08-15_統一投顧_統一投顧-王寧毅-【投資速報】樺漢 (6414.TT，中立) 2Q18財報不如預期，併購效益有待時間發酵.pdf,NULL
2507,2301,光寶科,2018_08_16,元富,2301_光寶科_2018-08-16_元富_2301光寶科20180815-報告.pdf,NULL
2508,3005,神基,2018_08_15,元大,3005_神基_2018-08-15_元大_Getac_3005_TT_-_Yuanta_CVN180815-C-YCMC.pdf,NULL
2509,3450,聯鈞,2018_08_16,元富,3450_聯鈞_2018-08-16_元富_3450聯鈞20180815-報告.pdf,NULL
2510,4803,VHQ-KY,2018_08_16,元富,4803_VHQ-KY_2018-08-16_元富_4803VHQ-KY20180815-報告.pdf,NULL
2511,1319,東陽,2018_08_16,台新投顧,1319_東陽_2018-08-16_台新投顧_台新投顧20180816-新聞評析-東陽(1319)-東陽前7月稅前EPS 2 5元.pdf,NULL
2512,3346,麗清,2018_08_16,中信投顧,3346_麗清_2018-08-16_中信投顧_中信個股報告-20180816_3346麗清.pdf,NULL
2513,4919,新唐,2018_08_16,台新投顧,4919_新唐_2018-08-16_台新投顧_台新投顧20180816個股報告-新唐(4919)-中立.pdf,NULL
2514,6414,樺漢,2018_08_16,元富,6414_樺漢_2018-08-16_元富_6414樺漢20180815-報告.pdf,NULL
2515,2630,亞洲航空,2018_08_16,台新投顧,2630_亞洲航空_2018-08-16_台新投顧_台新投顧20180816個股報告-亞航(2630)-買進.pdf,NULL
2516,5388,中磊,2018_08_16,NULL,5388_中磊_2018-08-16__5388 TT 20180815.pdf,NULL
2517,2464,盟立,2018_08_16,元富,2464_盟立_2018-08-16_元富_2464盟立20180815-報告.pdf,NULL
2518,1565,精華,2018_08_16,台新投顧,1565_精華_2018-08-16_台新投顧_台新投顧20180816個股報告-精華光學(1565)-中立.pdf,NULL
2519,3374,精材,2018_08_16,元富,3374_精材_2018-08-16_元富_3374精材20180815-報告.pdf,NULL
2520,1795,美時,2018_08_16,國票,1795_美時_2018-08-16_國票_1795美時08162018.pdf,NULL
2521,4129,聯合,2018_08_16,元富,4129_聯合_2018-08-16_元富_4129聯合20180815-報告.pdf,NULL
2522,4938,和碩,2018_08_16,NULL,4938_和碩_2018-08-16__4938 TT 20180815.pdf,NULL
2523,6456,GIS-KY,2018_08_16,中信投顧,6456_GIS-KY_2018-08-16_中信投顧_中信個股報告-20180816_6456GIS-KY.pdf,NULL
2524,1409,新纖,2018_08_16,國票,1409_新纖_2018-08-16_國票_1409新纖08162018.pdf,NULL
2525,2233,宇隆,2018_08_16,元富,2233_宇隆_2018-08-16_元富_宇隆(2233)-20180816-速報.pdf,NULL
2526,1710,東聯,2018_08_16,第一金,1710_東聯_2018-08-16_第一金_東聯(1710)-買進.pdf,NULL
2527,6224,聚鼎,2018_08_16,第一金,6224_聚鼎_2018-08-16_第一金_聚鼎(6224)-中立.pdf,NULL
2528,4916,事欣科,2018_08_16,元富,4916_事欣科_2018-08-16_元富_事欣科(4916)-20180816-速報.pdf,NULL
2529,4528,江興鍛,2018_08_16,元富,4528_江興鍛_2018-08-16_元富_江興鍛(4528)-20180816-速報.pdf,NULL
2530,1409,新纖,2018_08_16,第一金,1409_新纖_2018-08-16_第一金_新纖(1409)-買進.pdf,NULL
2531,2723,美食-KY,2018_08_16,元富,2723_美食-KY_2018-08-16_元富_美食-KY(2723)-20180816-速報.pdf,NULL
2532,2436,偉詮電,2018_08_16,元富,2436_偉詮電_2018-08-16_元富_偉詮電(2436)-20180816-速報.pdf,NULL
2533,2729,瓦城,2018_08_16,第一金,2729_瓦城_2018-08-16_第一金_瓦城(2729)-區間操作.pdf,NULL
2534,6251,定穎,2018_08_16,國票,6251_定穎_2018-08-16_國票_6251定穎08162018.pdf,NULL
2535,6488,環球晶,2018_08_16,NULL,6488_環球晶_2018-08-16__6488 TT 20180816.pdf,NULL
2536,2809,京城銀,2018_08_16,第一金,2809_京城銀_2018-08-16_第一金_京城銀(2809)-區間操作.pdf,NULL
2537,2891,中信金,2018_08_16,元富,2891_中信金_2018-08-16_元富_中信金(2891)-20180816-速報.pdf,NULL
2538,2891,中信金,2018_08_16,元大,2891_中信金_2018-08-16_元大_CTBC_FHC_2891_TT_-_Yuanta_CVN180815-C-YCMC.pdf,NULL
2539,5483,中美晶,2018_08_16,富邦台灣,5483_中美晶_2018-08-16_富邦台灣_5483_中美晶_snapshot_c_081618.pdf,NULL
2540,8480,泰昇-KY,2018_08_16,元富,8480_泰昇-KY_2018-08-16_元富_泰昇-KY(8480)-20180816-速報.pdf,NULL
2541,3044,健鼎,2018_08_16,統一投顧,3044_健鼎_2018-08-16_統一投顧_統一投顧-廖婉婷 -【投資速報】健鼎 (3044.TT，買進) 旺季業績加溫，人民幣走貶助攻獲利.pdf,NULL
2542,4137,麗豐-KY,2018_08_16,統一投顧,4137_麗豐-KY_2018-08-16_統一投顧_統一投顧-張立群-【投資速報】麗豐-KY (4137.TT，買進) 獲利大幅優於預期，後市展望仍樂觀.pdf,NULL
2543,2221,大甲,2018_08_16,統一投顧,2221_大甲_2018-08-16_統一投顧_統一投顧-張榮森-【投資速報】大甲 (2221.TT，中立) 中美貿易戰恐影響中國客戶建廠進度，營運不確定性高.pdf,NULL
2544,2891,中信金,2018_08_16,統一投顧,2891_中信金_2018-08-16_統一投顧_統一投顧-陳晏平-【投資速報】中信金 (2891.TT，買進) 獲利成長趨勢仍在，2019年現金殖利率達5%以上.pdf,NULL
2545,6414,樺漢,2018_08_16,NULL,6414_樺漢_2018-08-16__6414 TT 20180816.pdf,NULL
2546,2464,盟立,2018_08_16,NULL,2464_盟立_2018-08-16__2464 TT 20180816.pdf,NULL
2547,6271,同欣電,2018_08_16,NULL,6271_同欣電_2018-08-16__6271 TT 20180816.pdf,NULL
2548,2027,大成鋼,2018_08_17,國票,2027_大成鋼_2018-08-17_國票_2027大成鋼08172018.pdf,NULL
2549,2884,玉山金,2018_08_17,元大,2884_玉山金_2018-08-17_元大_E.Sun_FHC_2884_TT_-_Yuanta_CVN180816-C-YCMC.pdf,NULL
2550,6415,矽力-KY,2018_08_17,元富,6415_矽力-KY_2018-08-17_元富_矽力-KY(6415)-20180817-速報.pdf,NULL
2551,2637,慧洋-KY,2018_08_17,元富,2637_慧洋-KY_2018-08-17_元富_慧洋-KY(2637)-20180817-速報.pdf,NULL
2552,2239,英利-KY,2018_08_17,統一投顧,2239_英利-KY_2018-08-17_統一投顧_統一投顧-張均壕-【投資速報】英利-KY (2239.TT，買進) 業績強勁增長，且搭上輕量化商機.pdf,NULL
2553,4735,豪展,2018_08_17,元富,4735_豪展_2018-08-17_元富_豪展(4735)-20180817-速報.pdf,NULL
2554,2884,玉山金,2018_08_17,玉山,2884_玉山金_2018-08-17_玉山_2884_玉山金_snapshot_c_081718.pdf,NULL
2555,3324,雙鴻,2018_08_17,元富,3324_雙鴻_2018-08-17_元富_雙鴻(3324)-20180817-速報.pdf,NULL
2556,5263,智崴,2018_08_17,統一投顧,5263_智崴_2018-08-17_統一投顧_統一投顧-葉修劼-【投資速報】智崴 (5263.TT，買進) 下半年展望樂觀，設備陸續開幕吸引市場目光.pdf,NULL
2557,2884,玉山金,2018_08_17,玉山,2884_玉山金_2018-08-17_玉山_統一投顧-陳晏平-【投資速報】玉山金 (2884.TT，中立) 股價淨值比近1.4倍，已合理反應獲利成長動能.pdf,NULL
2558,2377,微星,2018_08_17,統一投顧,2377_微星_2018-08-17_統一投顧_統一投顧-吳大任-【投資速報】微星(2377.TT，強力買進) 新品趕上旺季需求，電競龍頭營運動能火熱.pdf,NULL
2559,2301,光寶科,2018_08_17,NULL,2301_光寶科_2018-08-17__2301 TT 20180817.pdf,NULL
2560,4735,豪展,2018_08_17,第一金,4735_豪展_2018-08-17_第一金_豪展(4735)-買進.pdf,NULL
2561,4551,智伸科,2018_08_17,元富,4551_智伸科_2018-08-17_元富_4551智伸科20180817-報告.pdf,NULL
2562,2377,微星,2018_08_17,第一金,2377_微星_2018-08-17_第一金_微星(2377)-買進.pdf,NULL
2563,8464,億豐,2018_08_17,元富,8464_億豐_2018-08-17_元富_8464億豐20180817-報告.pdf,NULL
2564,6213,聯茂,2018_08_17,統一投顧,6213_聯茂_2018-08-17_統一投顧_統一投顧-廖婉婷-【投資速報】聯茂 (6213.TT，買進) 2H18 Mid Low Loss材料出貨比重持續攀升，營運季季走揚.pdf,NULL
2565,3374,精材,2018_08_17,NULL,3374_精材_2018-08-17__3374 TT 20180817.pdf,NULL
2566,1305,華夏,2018_08_20,中信投顧,1305_華夏_2018-08-20_中信投顧_中信個股報告-20180820_1305華夏.pdf,NULL
2567,2002,中鋼,2018_08_20,元富,2002_中鋼_2018-08-20_元富_中鋼(2002)-20180820-速報.pdf,NULL
2568,8464,億豐,2018_08_20,元富,8464_億豐_2018-08-20_元富_8464億豐20180817-報告.pdf,NULL
2569,1736,喬山,2018_08_20,中信投顧,1736_喬山_2018-08-20_中信投顧_中信個股報告-20180820_1736喬山.pdf,NULL
2570,2017,官田鋼,2018_08_20,中信投顧,2017_官田鋼_2018-08-20_中信投顧_2017年上市櫃現金殖利率&扣抵率一覽表(最新)-20180820.xlsx,NULL
2571,2377,微星,2018_08_20,國票,2377_微星_2018-08-20_國票_2377微星08202018.pdf,NULL
2572,5439,高技,2018_08_20,元富,5439_高技_2018-08-20_元富_高技(5439)-20180820-速報.pdf,NULL
2573,8406,金可-KY,2018_08_20,中信投顧,8406_金可-KY_2018-08-20_中信投顧_中信個股報告-20180820_8406金可-KY.pdf,NULL
2574,6278,台表科,2018_08_20,元富,6278_台表科_2018-08-20_元富_台表科(6278)-20180820-速報.pdf,NULL
2575,6525,捷敏-KY,2018_08_20,國票,6525_捷敏-KY_2018-08-20_國票_6525捷敏-KY08202018.pdf,NULL
2576,5439,高技,2018_08_20,國票,5439_高技_2018-08-20_國票_5439高技08202018.pdf,NULL
2577,8406,金可-KY,2018_08_20,元富,8406_金可-KY_2018-08-20_元富_金可-KY(8406)-20180820-速報.pdf,NULL
2578,4745,合富-KY,2018_08_20,元富,4745_合富-KY_2018-08-20_元富_4745合富-KY20180820-報告.pdf,NULL
2579,4528,江興鍛,2018_08_20,元富,4528_江興鍛_2018-08-20_元富_4528江興鍛20180820-報告.pdf,NULL
2580,3324,雙鴻,2018_08_20,元富,3324_雙鴻_2018-08-20_元富_3324雙鴻20180820-報告.pdf,NULL
2581,6525,捷敏-KY,2018_08_20,元富,6525_捷敏-KY_2018-08-20_元富_6525捷敏-KY20180820-報告.pdf,NULL
2582,5425,台半,2018_08_20,第一金,5425_台半_2018-08-20_第一金_台半(5425)-買進.pdf,NULL
2583,6525,捷敏-KY,2018_08_20,統一投顧,6525_捷敏-KY_2018-08-20_統一投顧_統一投顧-鄭高輯-【投資速報】捷敏-KY (6525.TT，中立) 展望正向，但殖利率和評價較不具吸引力，建議拉回再布局.pdf,NULL
2584,8996,高力,2018_08_20,統一投顧,8996_高力_2018-08-20_統一投顧_統一投顧-王寧毅-【投資速報】高力 (8996.TT，中立) 營運回升可期，惟評價已合理.pdf,NULL
2585,4735,豪展,2018_08_20,元富,4735_豪展_2018-08-20_元富_4735豪展20180820-報告.pdf,NULL
2586,3450,聯鈞,2018_08_21,NULL,3450_聯鈞_2018-08-21__3450 TT 20180817.pdf,NULL
2587,4735,豪展,2018_08_21,元富,4735_豪展_2018-08-21_元富_4735豪展20180820-報告.pdf,NULL
