股票代號,股票名稱,日期,檔案路徑,輸入時間,Username
9914.0,美利達,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/9914_美利達_2018-06-27_上午1:19:32.txt,上午1:19:32,c21221203
1312.0,國喬,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/1312_國喬_2018-06-27_上午1:19:46.txt,上午1:19:46,c21221203
6573.0,虹揚-KY,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/6573_虹揚-KY_2018-06-27_上午1:20:21.txt,上午1:20:21,c21221203
4563.0,百德,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/4563_百德_2018-06-27_上午1:20:38.txt,上午1:20:38,c21221203
8415.0,大國鋼,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/8415_大國鋼_2018-06-27_上午1:20:52.txt,上午1:20:52,c21221203
2030.0,彰源,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/2030_彰源_2018-06-27_上午1:21:15.txt,上午1:21:15,c21221203
8105.0,凌巨,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/8105_凌巨_2018-06-27_上午1:21:23.txt,上午1:21:23,c21221203
8105.0,凌巨,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/8105_凌巨_2018-06-27_上午1:21:37.txt,上午1:21:37,c21221203
5434.0,崇越,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/5434_崇越_2018-06-27_上午1:21:49.txt,上午1:21:49,c21221203
6238.0,勝麗,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/6238_勝麗_2018-06-27_上午1:22:07.txt,上午1:22:07,c21221203
3548.0,兆利,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/3548_兆利_2018-06-27_上午1:22:44.txt,上午1:22:44,c21221203
2456.0,奇力新,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/2456_奇力新_2018-06-27_上午1:23:04.txt,上午1:23:04,c21221203
2301.0,光寶科,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/2301_光寶科_2018-06-27_上午1:23:47.txt,上午1:23:47,c21221203
6449.0,鈺邦,2018_06_27,/home/cosbi/桌面/financialData/lineMemo_data/6449_鈺邦_2018-06-27_上午1:23:59.txt,上午1:23:59,c21221203
2464.0,盟立,2018_06_28,/home/cosbi/桌面/financialData/lineMemo_data/2464_盟立_2018-06-28_3:00:15 PM.txt,3:00:15 PM,popowing
3443.0,創意,2018_06_28,/home/cosbi/桌面/financialData/lineMemo_data/3443_創意_2018-06-28_3:00:33 PM.txt,3:00:33 PM,popowing
4137.0,麗豐-KY,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/4137_麗豐-KY_2018-07-11_上午12:36:17.txt,上午12:36:17,c21221203
1591.0,駿吉-KY,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1591_駿吉-KY_2018-07-11_上午12:36:33.txt,上午12:36:33,c21221203
1727.0,中華化,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1727_中華化_2018-07-11_上午12:36:54.txt,上午12:36:54,c21221203
5903.0,全家,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/5903_全家_2018-07-11_上午12:37:05.txt,上午12:37:05,c21221203
5903.0,全家,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/5903_全家_2018-07-11_上午12:37:22.txt,上午12:37:22,c21221203
1455.0,集盛,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1455_集盛_2018-07-11_上午12:38:19.txt,上午12:38:19,c21221203
1591.0,駿吉-KY,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1591_駿吉-KY_2018-07-11_上午12:38:29.txt,上午12:38:29,c21221203
1455.0,集盛,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1455_集盛_2018-07-11_上午12:38:42.txt,上午12:38:42,c21221203
8463.0,潤泰材,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/8463_潤泰材_2018-07-11_上午12:38:58.txt,上午12:38:58,c21221203
6175.0,立敦,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6175_立敦_2018-07-11_上午12:39:10.txt,上午12:39:10,c21221203
8163.0,達方,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/8163_達方_2018-07-11_上午12:39:30.txt,上午12:39:30,c21221203
1592.0,英瑞-KY,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1592_英瑞-KY_2018-07-11_上午12:39:42.txt,上午12:39:42,c21221203
8349.0,恒耀,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/8349_恒耀_2018-07-11_上午12:39:54.txt,上午12:39:54,c21221203
6123.0,上奇,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6123_上奇_2018-07-11_上午12:40:06.txt,上午12:40:06,c21221203
6609.0,瀧澤科,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6609_瀧澤科_2018-07-11_上午12:42:25.txt,上午12:42:25,c21221203
6609.0,瀧澤科,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6609_瀧澤科_2018-07-11_上午12:42:38.txt,上午12:42:38,c21221203
2426.0,鼎元,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/2426_鼎元_2018-07-11_上午12:42:57.txt,上午12:42:57,c21221203
4912.0,聯德控股-KY,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/4912_聯德控股-KY_2018-07-11_上午12:43:13.txt,上午12:43:13,c21221203
5349.0,先豐,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/5349_先豐_2018-07-11_上午12:44:20.txt,上午12:44:20,c21221203
4736.0,泰博,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/4736_泰博_2018-07-11_上午12:45:17.txt,上午12:45:17,c21221203
2347.0,聯強,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/2347_聯強_2018-07-11_上午12:45:33.txt,上午12:45:33,c21221203
2347.0,聯強,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/2347_聯強_2018-07-11_上午12:45:49.txt,上午12:45:49,c21221203
7402.0,邑錡,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/7402_邑錡_2018-07-11_上午12:46:01.txt,上午12:46:01,c21221203
7402.0,邑錡,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/7402_邑錡_2018-07-11_上午12:47:09.txt,上午12:47:09,c21221203
3455.0,由田,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/3455_由田_2018-07-11_上午12:47:20.txt,上午12:47:20,c21221203
3501.0,維熹,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/3501_維熹_2018-07-11_上午12:47:34.txt,上午12:47:34,c21221203
4123.0,晟德,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/4123_晟德_2018-07-11_上午12:47:54.txt,上午12:47:54,c21221203
6207.0,雷科,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6207_雷科_2018-07-11_上午12:48:07.txt,上午12:48:07,c21221203
6207.0,雷科,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/6207_雷科_2018-07-11_上午12:48:19.txt,上午12:48:19,c21221203
1723.0,中碳,2018_07_11,/home/cosbi/桌面/financialData/lineMemo_data/1723_中碳_2018-07-11_上午12:49:20.txt,上午12:49:20,c21221203
4526.0,東台,2018_07_16,/home/cosbi/桌面/financialData/lineMemo_data/4526_東台_2018-07-16_5:19:36 PM.txt,5:19:36 PM,popowing
4526.0,東台,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4526_東台_2018-07-28_下午7:28:38.txt,下午7:28:38,c21221203
1787.0,福盈科,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1787_福盈科_2018-07-28_下午7:29:11.txt,下午7:29:11,c21221203
2367.0,燿華,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2367_燿華_2018-07-28_下午7:29:26.txt,下午7:29:26,c21221203
2409.0,友達,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2409_友達_2018-07-28_下午7:29:47.txt,下午7:29:47,c21221203
2337.0,旺宏,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2337_旺宏_2018-07-28_下午7:30:03.txt,下午7:30:03,c21221203
2636.0,台驊投控,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2636_台驊投控_2018-07-28_下午7:30:15.txt,下午7:30:15,c21221203
2337.0,旺宏,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2337_旺宏_2018-07-28_下午7:30:29.txt,下午7:30:29,c21221203
1730.0,花仙子,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1730_花仙子_2018-07-28_下午7:31:21.txt,下午7:31:21,c21221203
8112.0,至上,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/8112_至上_2018-07-28_下午7:31:41.txt,下午7:31:41,c21221203
2501.0,國建,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2501_國建_2018-07-28_下午7:32:17.txt,下午7:32:17,c21221203
4105.0,東洋,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4105_東洋_2018-07-28_下午7:32:41.txt,下午7:32:41,c21221203
4763.0,材料-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4763_材料-KY_2018-07-28_下午7:33:02.txt,下午7:33:02,c21221203
4763.0,材料-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4763_材料-KY_2018-07-28_下午7:33:13.txt,下午7:33:13,c21221203
5203.0,訊連,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/5203_訊連_2018-07-28_下午7:33:36.txt,下午7:33:36,c21221203
4105.0,東洋,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4105_東洋_2018-07-28_下午7:34:37.txt,下午7:34:37,c21221203
4105.0,東洋,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4105_東洋_2018-07-28_下午7:34:53.txt,下午7:34:53,c21221203
5203.0,訊連,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/5203_訊連_2018-07-28_下午7:35:20.txt,下午7:35:20,c21221203
3661.0,世芯-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3661_世芯-KY_2018-07-28_下午7:35:39.txt,下午7:35:39,c21221203
6574.0,霈方,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6574_霈方_2018-07-28_下午7:35:52.txt,下午7:35:52,c21221203
,,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/__2018-07-28_下午7:37:44.txt,下午7:37:44,c21221203
6239.0,力成,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6239_力成_2018-07-28_下午7:38:00.txt,下午7:38:00,c21221203
1314.0,中石化,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1314_中石化_2018-07-28_下午7:38:11.txt,下午7:38:11,c21221203
1314.0,中石化,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1314_中石化_2018-07-28_下午7:38:24.txt,下午7:38:24,c21221203
4927.0,泰鼎-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4927_泰鼎-KY_2018-07-28_下午7:38:25.txt,下午7:38:25,c21221203
4927.0,泰鼎-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4927_泰鼎-KY_2018-07-28_下午7:38:54.txt,下午7:38:54,c21221203
4927.0,泰鼎-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4927_泰鼎-KY_2018-07-28_下午7:40:03.txt,下午7:40:03,c21221203
1702.0,南僑,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1702_南僑_2018-07-28_下午7:40:12.txt,下午7:40:12,c21221203
1702.0,南僑,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1702_南僑_2018-07-28_下午7:40:24.txt,下午7:40:24,c21221203
2231.0,為升,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2231_為升_2018-07-28_下午7:40:55.txt,下午7:40:55,c21221203
2231.0,為升,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2231_為升_2018-07-28_下午7:41:35.txt,下午7:41:35,c21221203
1527.0,鑽全,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1527_鑽全_2018-07-28_下午7:41:52.txt,下午7:41:52,c21221203
,,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/__2018-07-28_下午7:42:10.txt,下午7:42:10,c21221203
3105.0,穩懋,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3105_穩懋_2018-07-28_下午7:42:28.txt,下午7:42:28,c21221203
3105.0,穩懋,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3105_穩懋_2018-07-28_下午7:42:43.txt,下午7:42:43,c21221203
6288.0,聯嘉光電,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6288_聯嘉光電_2018-07-28_下午7:43:09.txt,下午7:43:09,c21221203
2382.0,廣達,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2382_廣達_2018-07-28_下午7:43:21.txt,下午7:43:21,c21221203
4528.0,江興鍛,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4528_江興鍛_2018-07-28_下午7:43:33.txt,下午7:43:33,c21221203
2010.0,春源,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2010_春源_2018-07-28_下午7:43:53.txt,下午7:43:53,c21221203
5536.0,聖暉,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/5536_聖暉_2018-07-28_下午7:44:08.txt,下午7:44:08,c21221203
8942.0,森鉅,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/8942_森鉅_2018-07-28_下午7:44:22.txt,下午7:44:22,c21221203
1210.0,大成,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/1210_大成_2018-07-28_下午7:45:06.txt,下午7:45:06,c21221203
8044.0,網家,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/8044_網家_2018-07-28_下午7:45:17.txt,下午7:45:17,c21221203
6230.0,超眾,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6230_超眾_2018-07-28_下午7:46:41.txt,下午7:46:41,c21221203
4549.0,桓達,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4549_桓達_2018-07-28_下午7:47:38.txt,下午7:47:38,c21221203
2408.0,南亞科,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2408_南亞科_2018-07-28_下午7:47:54.txt,下午7:47:54,c21221203
3089.0,遠昇,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3089_遠昇_2018-07-28_下午7:48:40.txt,下午7:48:40,c21221203
2327.0,國巨,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2327_國巨_2018-07-28_下午7:50:31.txt,下午7:50:31,c21221203
2939.0,凱羿-KY,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2939_凱羿-KY_2018-07-28_下午7:50:51.txt,下午7:50:51,c21221203
2368.0,金像電,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2368_金像電_2018-07-28_下午7:51:08.txt,下午7:51:08,c21221203
3041.0,揚智,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3041_揚智_2018-07-28_下午7:52:36.txt,下午7:52:36,c21221203
4540.0,全球傳動,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4540_全球傳動_2018-07-28_下午7:52:52.txt,下午7:52:52,c21221203
3008.0,大立光,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/3008_大立光_2018-07-28_下午7:54:03.txt,下午7:54:03,c21221203
6230.0,超眾,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6230_超眾_2018-07-28_下午7:54:20.txt,下午7:54:20,c21221203
8341.0,日友,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/8341_日友_2018-07-28_下午7:54:37.txt,下午7:54:37,c21221203
2729.0,瓦城,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/2729_瓦城_2018-07-28_下午7:54:52.txt,下午7:54:52,c21221203
4438.0,廣越,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/4438_廣越_2018-07-28_下午7:55:05.txt,下午7:55:05,c21221203
6141.0,柏承,2018_07_28,/home/cosbi/桌面/financialData/lineMemo_data/6141_柏承_2018-07-28_下午7:56:07.txt,下午7:56:07,c21221203
2313.0,華通,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2313_華通_2018-10-08_下午1:27:10.txt,下午1:27:10,popowing
2439.0,美律,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2439_美律_2018-10-08_下午1:28:04.txt,下午1:28:04,popowing
9958.0,世紀鋼,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/9958_世紀鋼_2018-10-08_下午1:28:17.txt,下午1:28:17,popowing
4536.0,拓凱,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/4536_拓凱_2018-10-08_下午1:28:49.txt,下午1:28:49,popowing
2208.0,台船,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2208_台船_2018-10-08_下午1:29:03.txt,下午1:29:03,popowing
2748.0,雲品,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2748_雲品_2018-10-08_下午1:29:18.txt,下午1:29:18,popowing
2405.0,浩鑫,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2405_浩鑫_2018-10-08_下午1:29:30.txt,下午1:29:30,popowing
4915.0,致伸,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/4915_致伸_2018-10-08_下午1:29:45.txt,下午1:29:45,popowing
3008.0,大立光,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/3008_大立光_2018-10-08_下午1:30:28.txt,下午1:30:28,popowing
6654.0,天正國際,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/6654_天正國際_2018-10-08_下午1:30:39.txt,下午1:30:39,popowing
3661.0,世芯-KY,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/3661_世芯-KY_2018-10-08_下午1:31:08.txt,下午1:31:08,popowing
1712.0,興農,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/1712_興農_2018-10-08_下午1:31:57.txt,下午1:31:57,popowing
4513.0,福裕,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/4513_福裕_2018-10-08_下午1:32:38.txt,下午1:32:38,popowing
2439.0,美律,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2439_美律_2018-10-08_下午1:34:07.txt,下午1:34:07,popowing
3360.0,尚立,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/3360_尚立_2018-10-08_下午1:34:37.txt,下午1:34:37,popowing
1909.0,榮成,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/1909_榮成_2018-10-08_下午1:36:09.txt,下午1:36:09,popowing
2345.0,智邦,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2345_智邦_2018-10-08_下午1:58:15.txt,下午1:58:15,popowing
4438.0,廣越,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/4438_廣越_2018-10-08_下午1:59:07.txt,下午1:59:07,popowing
6257.0,矽格,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/6257_矽格_2018-10-08_下午1:59:59.txt,下午1:59:59,popowing
6207.0,雷科,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/6207_雷科_2018-10-08_下午2:00:15.txt,下午2:00:15,popowing
4528.0,江興鍛,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/4528_江興鍛_2018-10-08_下午2:01:28.txt,下午2:01:28,popowing
2421.0,建準,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2421_建準_2018-10-08_下午2:01:42.txt,下午2:01:42,popowing
2204.0,中華,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2204_中華_2018-10-08_下午2:02:02.txt,下午2:02:02,popowing
2201.0,裕隆,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/2201_裕隆_2018-10-08_下午2:02:16.txt,下午2:02:16,popowing
3563.0,牧德,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/3563_牧德_2018-10-08_下午2:03:22.txt,下午2:03:22,popowing
3037.0,欣興,2018_10_08,/home/cosbi/桌面/financialData/lineMemo_data/3037_欣興_2018-10-08_下午7:20:48.txt,下午7:20:48,c21221203
3008.0,大立光,2018_10_13,/home/cosbi/桌面/financialData/lineMemo_data/3008_大立光_2018-10-13_下午12:39:11.txt,下午12:39:11,c21221203
2367.0,燿華,2018_10_13,/home/cosbi/桌面/financialData/lineMemo_data/2367_燿華_2018-10-13_下午12:50:58.txt,下午12:50:58,c21221203
9938.0,百和,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/9938_百和_2018-10-16_上午10:14:46.txt,上午10:14:46,popowing
9938.0,百和,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/9938_百和_2018-10-16_上午10:15:24.txt,上午10:15:24,popowing
8404.0,百和興業-KY,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/8404_百和興業-KY_2018-10-16_上午10:15:54.txt,上午10:15:54,popowing
3583.0,辛耘,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/3583_辛耘_2018-10-16_上午10:16:15.txt,上午10:16:15,popowing
2492.0,華新科,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/2492_華新科_2018-10-16_下午5:28:59.txt,下午5:28:59,popowing
8462.0,柏文,2018_10_16,/home/cosbi/桌面/financialData/lineMemo_data/8462_柏文_2018-10-16_下午5:30:36.txt,下午5:30:36,popowing
1702.0,南僑,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/1702_南僑_2018-10-25_18:31:13 GMT+0800 (CST).txt,18:31:13 GMT+0800 (CST),popowing
2739.0,寒舍,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2739_寒舍_2018-10-25_18:31:46 GMT+0800 (CST).txt,18:31:46 GMT+0800 (CST),popowing
3501.0,維熹,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/3501_維熹_2018-10-25_18:32:09 GMT+0800 (CST).txt,18:32:09 GMT+0800 (CST),popowing
2368.0,金像電,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2368_金像電_2018-10-25_18:34:24 GMT+0800 (CST).txt,18:34:24 GMT+0800 (CST),popowing
1220.0,台榮,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/1220_台榮_2018-10-25_18:35:02 GMT+0800 (CST).txt,18:35:02 GMT+0800 (CST),popowing
1587.0,吉茂,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/1587_吉茂_2018-10-25_18:35:13 GMT+0800 (CST).txt,18:35:13 GMT+0800 (CST),popowing
2385.0,群光,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2385_群光_2018-10-25_18:35:23 GMT+0800 (CST).txt,18:35:23 GMT+0800 (CST),popowing
6655.0,科定,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/6655_科定_2018-10-25_18:35:36 GMT+0800 (CST).txt,18:35:36 GMT+0800 (CST),popowing
1436.0,華友聯,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/1436_華友聯_2018-10-25_18:35:49 GMT+0800 (CST).txt,18:35:49 GMT+0800 (CST),popowing
5907.0,大洋-KY,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/5907_大洋-KY_2018-10-25_18:36:03 GMT+0800 (CST).txt,18:36:03 GMT+0800 (CST),popowing
9937.0,全國,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/9937_全國_2018-10-25_18:36:18 GMT+0800 (CST).txt,18:36:18 GMT+0800 (CST),popowing
5607.0,遠雄港,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/5607_遠雄港_2018-10-25_18:36:28 GMT+0800 (CST).txt,18:36:28 GMT+0800 (CST),popowing
4117.0,普生,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/4117_普生_2018-10-25_18:36:39 GMT+0800 (CST).txt,18:36:39 GMT+0800 (CST),popowing
8462.0,柏文,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/8462_柏文_2018-10-25_18:36:49 GMT+0800 (CST).txt,18:36:49 GMT+0800 (CST),popowing
2636.0,台驊投控,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2636_台驊投控_2018-10-25_18:37:43 GMT+0800 (CST).txt,18:37:43 GMT+0800 (CST),popowing
4130.0,健亞,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/4130_健亞_2018-10-25_18:37:51 GMT+0800 (CST).txt,18:37:51 GMT+0800 (CST),popowing
5299.0,杰力,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/5299_杰力_2018-10-25_18:37:59 GMT+0800 (CST).txt,18:37:59 GMT+0800 (CST),popowing
1591.0,駿吉-KY,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/1591_駿吉-KY_2018-10-25_18:38:09 GMT+0800 (CST).txt,18:38:09 GMT+0800 (CST),popowing
2377.0,微星,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2377_微星_2018-10-25_18:38:38 GMT+0800 (CST).txt,18:38:38 GMT+0800 (CST),popowing
2885.0,元大金,2018_10_25,/home/cosbi/桌面/financialData/lineMemo_data/2885_元大金_2018-10-25_18:39:13 GMT+0800 (CST).txt,18:39:13 GMT+0800 (CST),popowing
3530.0,晶相光,2018_11_09,/home/cosbi/桌面/financialData/lineMemo_data/3530_晶相光_2018-11-09_下午2:55:06.txt,下午2:55:06,popowing
2412.0,中華電,2018_11_09,/home/cosbi/桌面/financialData/lineMemo_data/2412_中華電_2018-11-09_下午2:55:52.txt,下午2:55:52,popowing
8420.0,明揚,2018_11_09,/home/cosbi/桌面/financialData/lineMemo_data/8420_明揚_2018-11-09_下午2:57:01.txt,下午2:57:01,popowing
2351.0,順德,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/2351_順德_2018-11-15_下午4:00:28.txt,下午4:00:28,popowing
2103.0,台橡,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/2103_台橡_2018-11-15_下午4:01:10.txt,下午4:01:10,popowing
8478.0,東哥遊艇,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/8478_東哥遊艇_2018-11-15_下午4:01:45.txt,下午4:01:45,popowing
2115.0,六暉-KY,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/2115_六暉-KY_2018-11-15_下午4:01:58.txt,下午4:01:58,popowing
6581.0,鋼聯,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/6581_鋼聯_2018-11-15_下午4:02:25.txt,下午4:02:25,popowing
1476.0,儒鴻,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/1476_儒鴻_2018-11-15_下午4:02:38.txt,下午4:02:38,popowing
9914.0,美利達,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/9914_美利達_2018-11-15_下午4:03:06.txt,下午4:03:06,popowing
3679.0,新至陞,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/3679_新至陞_2018-11-15_下午4:03:20.txt,下午4:03:20,popowing
4938.0,和碩,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/4938_和碩_2018-11-15_下午4:03:29.txt,下午4:03:29,popowing
2643.0,捷迅,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/2643_捷迅_2018-11-15_下午4:03:46.txt,下午4:03:46,popowing
3552.0,同致,2018_11_15,/home/cosbi/桌面/financialData/lineMemo_data/3552_同致_2018-11-15_下午4:03:57.txt,下午4:03:57,popowing
